ID,DescripcionItem,CantidadItem,Municipio,Latitud_Y,Longitud_X,tierras,base,concreto,PvF,areaPvF,areaConcreto,areaBase,areaTierras
2267,Canalizacion tuberia en destapado,3.0,TURBO,8.09335098,-76.74035092,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2268,Canalizacion tuberia en destapado,3.0,TURBO,8.09410996,-76.73427574,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2269,Canalizacion tuberia en destapado,3.0,TURBO,8.09497676,-76.73572609,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2270,Canalizacion tuberia en destapado,3.0,TURBO,8.0953532,-76.73151339,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2271,Canalizacion tuberia en destapado,3.0,TURBO,8.09573005,-76.73613837,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2272,Canalizacion tuberia en destapado,3.0,TURBO,8.09662005,-76.73546973,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2273,Canalizacion tuberia en destapado,3.0,TURBO,8.09833874,-76.72735003,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2274,Canalizacion tuberia en destapado,3.0,TURBO,8.10163,-76.719496,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2275,Canalizacion tuberia en destapado,3.0,TURBO,8.10265525,-76.72008498,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2276,Canalizacion tuberia en destapado,3.0,TURBO,8.10338577,-76.72112912,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2277,Canalizacion tuberia en destapado,3.0,TURBO,8.10419962,-76.72495198,0.2249999999999999,0.3,0.0,0.0,False,False,False,False
2278,Canalizacion tuberia en destapado,3.1,CHIGORODO,7.66373,-76.68704833,0.2324999999999999,0.31,0.0,0.0,False,False,False,False
2279,Canalizacion tuberia en destapado,3.1,TURBO,7.93561524,-76.71422602,0.2324999999999999,0.31,0.0,0.0,False,False,False,False
2280,Canalizacion tuberia en destapado,3.2,CAREPA,7.755165,-76.640192,0.24,0.32,0.0,0.0,False,False,False,False
2281,Canalizacion tuberia en destapado,3.2,CAREPA,7.755193,-76.640317,0.24,0.32,0.0,0.0,False,False,False,False
2282,Canalizacion tuberia en destapado,3.2,CHIGORODO,7.66013747,-76.67694743,0.24,0.32,0.0,0.0,False,False,False,False
2283,Canalizacion tuberia en destapado,3.2,CHIGORODO,7.6607,-76.68565667,0.24,0.32,0.0,0.0,False,False,False,False
2284,Canalizacion tuberia en destapado,3.2,CHIGORODO,7.66832438,-76.68485684,0.24,0.32,0.0,0.0,False,False,False,False
2285,Canalizacion tuberia en destapado,3.2,TURBO,7.92558117,-76.62700992,0.24,0.32,0.0,0.0,False,False,False,False
2286,Canalizacion tuberia en destapado,3.2,TURBO,8.00091617,-76.63020605,0.24,0.32,0.0,0.0,False,False,False,False
2287,Canalizacion tuberia en destapado,3.2,TURBO,8.09508076,-76.73518714,0.24,0.32,0.0,0.0,False,False,False,False
2288,Canalizacion tuberia en destapado,3.2,TURBO,8.09945958,-76.72314878,0.24,0.32,0.0,0.0,False,False,False,False
2289,Canalizacion tuberia en destapado,3.3,SAN PEDRO DE URABA,8.27457373,-76.37656328,0.2474999999999999,0.33,0.0,0.0,False,False,False,False
2290,Canalizacion tuberia en destapado,3.3,TURBO,7.93418807,-76.71390222,0.2474999999999999,0.33,0.0,0.0,False,False,False,False
2291,Canalizacion tuberia en destapado,3.3,TURBO,7.935772,-76.714853,0.2474999999999999,0.33,0.0,0.0,False,False,False,False
2292,Canalizacion tuberia en destapado,3.4,ARBOLETES,8.84676844,-76.42573171,0.255,0.34,0.0,0.0,False,False,False,False
2293,Canalizacion tuberia en destapado,3.4,CHIGORODO,7.66214945,-76.68467068,0.255,0.34,0.0,0.0,False,False,False,False
2294,Canalizacion tuberia en destapado,3.4,CHIGORODO,7.66255189,-76.68296939,0.255,0.34,0.0,0.0,False,False,False,False
2295,Canalizacion tuberia en destapado,3.5,APARTADO,7.798346,-76.649784,0.2625,0.35,0.0,0.0,False,False,False,False
2296,Canalizacion tuberia en destapado,3.5,APARTADO,7.798444,-76.649419,0.2625,0.35,0.0,0.0,False,False,False,False
2297,Canalizacion tuberia en destapado,3.5,APARTADO,7.79845571,-76.64947711,0.2625,0.35,0.0,0.0,False,False,False,False
2298,Canalizacion tuberia en destapado,3.5,APARTADO,7.882715,-76.627339,0.2625,0.35,0.0,0.0,False,False,False,False
2299,Canalizacion tuberia en destapado,3.5,APARTADO,7.88420022,-76.6310094,0.2625,0.35,0.0,0.0,False,False,False,False
2300,Canalizacion tuberia en destapado,3.5,CAREPA,7.754411,-76.640683,0.2625,0.35,0.0,0.0,False,False,False,False
2301,Canalizacion tuberia en destapado,3.5,CAREPA,7.75443935,-76.64074551,0.2625,0.35,0.0,0.0,False,False,False,False
2302,Canalizacion tuberia en destapado,3.5,CHIGORODO,7.658045,-76.681566,0.2625,0.35,0.0,0.0,False,False,False,False
2303,Canalizacion tuberia en destapado,3.5,TURBO,7.93434517,-76.71324974,0.2625,0.35,0.0,0.0,False,False,False,False
2304,Canalizacion tuberia en destapado,3.5,TURBO,7.935792,-76.715137,0.2625,0.35,0.0,0.0,False,False,False,False
2305,Canalizacion tuberia en destapado,3.5,TURBO,7.9954289,-76.63431354,0.2625,0.35,0.0,0.0,False,False,False,False
2306,Canalizacion tuberia en destapado,3.5,TURBO,7.998477,-76.641277,0.2625,0.35,0.0,0.0,False,False,False,False
2307,Canalizacion tuberia en destapado,3.5,TURBO,8.08771701,-76.72040622,0.2625,0.35,0.0,0.0,False,False,False,False
2308,Canalizacion tuberia en destapado,3.5,TURBO,8.09351891,-76.73451035,0.2625,0.35,0.0,0.0,False,False,False,False
2309,Canalizacion tuberia en destapado,3.5,TURBO,8.09375552,-76.73973275,0.2625,0.35,0.0,0.0,False,False,False,False
2310,Canalizacion tuberia en destapado,3.5,TURBO,8.09488503,-76.7265895,0.2625,0.35,0.0,0.0,False,False,False,False
2311,Canalizacion tuberia en destapado,3.5,TURBO,8.10376377,-76.72402627,0.2625,0.35,0.0,0.0,False,False,False,False
2312,Canalizacion tuberia en destapado,3.6,TURBO,8.09517251,-76.71939831,0.27,0.36,0.0,0.0,False,False,False,False
2313,Canalizacion tuberia en destapado,3.7,CAREPA,7.75456815,-76.64080324,0.2775,0.37,0.0,0.0,False,False,False,False
2314,Canalizacion tuberia en destapado,3.8,ARBOLETES,8.84602218,-76.42573313,0.285,0.38,0.0,0.0,False,False,False,False
2315,Canalizacion tuberia en destapado,3.8,ARBOLETES,8.85056439,-76.41991022,0.285,0.38,0.0,0.0,False,False,False,False
2316,Canalizacion tuberia en destapado,3.8,TURBO,8.10257362,-76.72467889,0.285,0.38,0.0,0.0,False,False,False,False
2317,Canalizacion tuberia en destapado,4.0,APARTADO,7.79798138,-76.64971893,0.3,0.4,0.0,0.0,False,False,False,False
2318,Canalizacion tuberia en destapado,4.0,APARTADO,7.79868184,-76.64956231,0.3,0.4,0.0,0.0,False,False,False,False
2319,Canalizacion tuberia en destapado,4.0,APARTADO,7.79929038,-76.65232462,0.3,0.4,0.0,0.0,False,False,False,False
2320,Canalizacion tuberia en destapado,4.0,APARTADO,7.7993941,-76.65016391,0.3,0.4,0.0,0.0,False,False,False,False
2321,Canalizacion tuberia en destapado,4.0,APARTADO,7.88051514,-76.62028905,0.3,0.4,0.0,0.0,False,False,False,False
2322,Canalizacion tuberia en destapado,4.0,APARTADO,7.883142,-76.603027,0.3,0.4,0.0,0.0,False,False,False,False
2323,Canalizacion tuberia en destapado,4.0,APARTADO,7.88434264,-76.62121867,0.3,0.4,0.0,0.0,False,False,False,False
2324,Canalizacion tuberia en destapado,4.0,ARBOLETES,8.84279439,-76.42767443,0.3,0.4,0.0,0.0,False,False,False,False
2325,Canalizacion tuberia en destapado,4.0,ARBOLETES,8.84704292,-76.42583543,0.3,0.4,0.0,0.0,False,False,False,False
2326,Canalizacion tuberia en destapado,4.0,ARBOLETES,8.8514585,-76.41945758,0.3,0.4,0.0,0.0,False,False,False,False
2327,Canalizacion tuberia en destapado,4.0,CAREPA,7.746732,-76.65169,0.3,0.4,0.0,0.0,False,False,False,False
2328,Canalizacion tuberia en destapado,4.0,CAREPA,7.748538,-76.651745,0.3,0.4,0.0,0.0,False,False,False,False
2329,Canalizacion tuberia en destapado,4.0,CAREPA,7.749899,-76.650125,0.3,0.4,0.0,0.0,False,False,False,False
2330,Canalizacion tuberia en destapado,4.0,CAREPA,7.75015814,-76.65501838,0.3,0.4,0.0,0.0,False,False,False,False
2331,Canalizacion tuberia en destapado,4.0,CAREPA,7.75204,-76.650081,0.3,0.4,0.0,0.0,False,False,False,False
2332,Canalizacion tuberia en destapado,4.0,CAREPA,7.754586,-76.640774,0.3,0.4,0.0,0.0,False,False,False,False
2333,Canalizacion tuberia en destapado,4.0,CAREPA,7.754626,-76.640433,0.3,0.4,0.0,0.0,False,False,False,False
2334,Canalizacion tuberia en destapado,4.0,CAREPA,7.75465,-76.640568,0.3,0.4,0.0,0.0,False,False,False,False
2335,Canalizacion tuberia en destapado,4.0,CAREPA,7.754651,-76.640525,0.3,0.4,0.0,0.0,False,False,False,False
2336,Canalizacion tuberia en destapado,4.0,CAREPA,7.754944,-76.640686,0.3,0.4,0.0,0.0,False,False,False,False
2337,Canalizacion tuberia en destapado,4.0,CAREPA,7.75578988,-76.64565627,0.3,0.4,0.0,0.0,False,False,False,False
2338,Canalizacion tuberia en destapado,4.0,CAREPA,7.76020179,-76.65263539,0.3,0.4,0.0,0.0,False,False,False,False
2339,Canalizacion tuberia en destapado,4.0,CAREPA,7.76033258,-76.65808473,0.3,0.4,0.0,0.0,False,False,False,False
2340,Canalizacion tuberia en destapado,4.0,CHIGORODO,7.65587506,-76.68252276,0.3,0.4,0.0,0.0,False,False,False,False
2341,Canalizacion tuberia en destapado,4.0,CHIGORODO,7.65701295,-76.68228518,0.3,0.4,0.0,0.0,False,False,False,False
2342,Canalizacion tuberia en destapado,4.0,CHIGORODO,7.65725738,-76.68221117,0.3,0.4,0.0,0.0,False,False,False,False
2343,Canalizacion tuberia en destapado,4.0,CHIGORODO,7.661152,-76.685318,0.3,0.4,0.0,0.0,False,False,False,False
2344,Canalizacion tuberia en destapado,4.0,CHIGORODO,7.66538695,-76.6874195,0.3,0.4,0.0,0.0,False,False,False,False
2345,Canalizacion tuberia en destapado,4.0,CHIGORODO,7.66752859,-76.67468871,0.3,0.4,0.0,0.0,False,False,False,False
2346,Canalizacion tuberia en destapado,4.0,MUTATA,7.24193071,-76.43235674,0.3,0.4,0.0,0.0,False,False,False,False
2347,Canalizacion tuberia en destapado,4.0,NECOCLI,8.42975974,-76.78530343,0.3,0.4,0.0,0.0,False,False,False,False
2348,Canalizacion tuberia en destapado,4.0,SAN JUAN DE URABA,8.75941625,-76.5329336,0.3,0.4,0.0,0.0,False,False,False,False
2349,Canalizacion tuberia en destapado,4.0,SAN JUAN DE URABA,8.760114,-76.537779,0.3,0.4,0.0,0.0,False,False,False,False
2350,Canalizacion tuberia en destapado,4.0,SAN JUAN DE URABA,8.77059,-76.525963,0.3,0.4,0.0,0.0,False,False,False,False
2351,Canalizacion tuberia en destapado,4.0,SAN JUAN DE URABA,8.77642542,-76.49863272,0.3,0.4,0.0,0.0,False,False,False,False
2352,Canalizacion tuberia en destapado,4.0,SAN JUAN DE URABA,8.7782896,-76.50308826,0.3,0.4,0.0,0.0,False,False,False,False
2353,Canalizacion tuberia en destapado,4.0,TURBO,7.92613311,-76.62618357,0.3,0.4,0.0,0.0,False,False,False,False
2354,Canalizacion tuberia en destapado,4.0,TURBO,7.93261039,-76.71715169,0.3,0.4,0.0,0.0,False,False,False,False
2355,Canalizacion tuberia en destapado,4.0,TURBO,7.9355001,-76.711836,0.3,0.4,0.0,0.0,False,False,False,False
2356,Canalizacion tuberia en destapado,4.0,TURBO,7.93574429,-76.71365204,0.3,0.4,0.0,0.0,False,False,False,False
2357,Canalizacion tuberia en destapado,4.0,TURBO,7.93656588,-76.71500452,0.3,0.4,0.0,0.0,False,False,False,False
2358,Canalizacion tuberia en destapado,4.0,TURBO,7.93719723,-76.71657564,0.3,0.4,0.0,0.0,False,False,False,False
2359,Canalizacion tuberia en destapado,4.0,TURBO,7.9923281,-76.63941916,0.3,0.4,0.0,0.0,False,False,False,False
2360,Canalizacion tuberia en destapado,4.0,TURBO,7.99261114,-76.6390741,0.3,0.4,0.0,0.0,False,False,False,False
2361,Canalizacion tuberia en destapado,4.0,TURBO,7.993201,-76.639068,0.3,0.4,0.0,0.0,False,False,False,False
2362,Canalizacion tuberia en destapado,4.0,TURBO,7.99449,-76.644225,0.3,0.4,0.0,0.0,False,False,False,False
2363,Canalizacion tuberia en destapado,4.0,TURBO,7.99460062,-76.6340295,0.3,0.4,0.0,0.0,False,False,False,False
2364,Canalizacion tuberia en destapado,4.0,TURBO,7.995107,-76.637026,0.3,0.4,0.0,0.0,False,False,False,False
2365,Canalizacion tuberia en destapado,4.0,TURBO,8.00047253,-76.63044217,0.3,0.4,0.0,0.0,False,False,False,False
2366,Canalizacion tuberia en destapado,4.0,TURBO,8.03765997,-76.64860363,0.3,0.4,0.0,0.0,False,False,False,False
2367,Canalizacion tuberia en destapado,4.0,TURBO,8.068061,-76.661025,0.3,0.4,0.0,0.0,False,False,False,False
2368,Canalizacion tuberia en destapado,4.0,TURBO,8.08537848,-76.72400473,0.3,0.4,0.0,0.0,False,False,False,False
2369,Canalizacion tuberia en destapado,4.0,TURBO,8.08644097,-76.72991423,0.3,0.4,0.0,0.0,False,False,False,False
2370,Canalizacion tuberia en destapado,4.0,TURBO,8.08768377,-76.73038435,0.3,0.4,0.0,0.0,False,False,False,False
2371,Canalizacion tuberia en destapado,4.0,TURBO,8.08768377,-76.73038435,0.3,0.4,0.0,0.0,False,False,False,False
2372,Canalizacion tuberia en destapado,4.0,TURBO,8.08771631,-76.73032225,0.3,0.4,0.0,0.0,False,False,False,False
2373,Canalizacion tuberia en destapado,4.0,TURBO,8.08771631,-76.73032225,0.3,0.4,0.0,0.0,False,False,False,False
2374,Canalizacion tuberia en destapado,4.0,TURBO,8.08771829,-76.73041385,0.3,0.4,0.0,0.0,False,False,False,False
2375,Canalizacion tuberia en destapado,4.0,TURBO,8.08826915,-76.7309352,0.3,0.4,0.0,0.0,False,False,False,False
2376,Canalizacion tuberia en destapado,4.0,TURBO,8.08910186,-76.73111598,0.3,0.4,0.0,0.0,False,False,False,False
2377,Canalizacion tuberia en destapado,4.0,TURBO,8.0892407,-76.72760733,0.3,0.4,0.0,0.0,False,False,False,False
2378,Canalizacion tuberia en destapado,4.0,TURBO,8.09093366,-76.72222724,0.3,0.4,0.0,0.0,False,False,False,False
2379,Canalizacion tuberia en destapado,4.0,TURBO,8.09121267,-76.74004993,0.3,0.4,0.0,0.0,False,False,False,False
2380,Canalizacion tuberia en destapado,4.0,TURBO,8.09488547,-76.73663965,0.3,0.4,0.0,0.0,False,False,False,False
2381,Canalizacion tuberia en destapado,4.0,TURBO,8.0952004,-76.73685491,0.3,0.4,0.0,0.0,False,False,False,False
2382,Canalizacion tuberia en destapado,4.0,TURBO,8.09852048,-76.73237882,0.3,0.4,0.0,0.0,False,False,False,False
2383,Canalizacion tuberia en destapado,4.0,TURBO,8.09912226,-76.73078472,0.3,0.4,0.0,0.0,False,False,False,False
2384,Canalizacion tuberia en destapado,4.0,TURBO,8.1022001,-76.724532,0.3,0.4,0.0,0.0,False,False,False,False
2385,Canalizacion tuberia en destapado,4.0,TURBO,8.10385884,-76.72590325,0.3,0.4,0.0,0.0,False,False,False,False
2386,Canalizacion tuberia en destapado,4.1,CAREPA,7.754676,-76.640667,0.3074999999999999,0.41,0.0,0.0,False,False,False,False
2387,Canalizacion tuberia en destapado,4.1,TURBO,8.08910186,-76.73111598,0.3074999999999999,0.41,0.0,0.0,False,False,False,False
2388,Canalizacion tuberia en destapado,4.2,CAREPA,7.755229,-76.640543,0.315,0.42,0.0,0.0,False,False,False,False
2389,Canalizacion tuberia en destapado,4.2,CHIGORODO,7.65966422,-76.68492813,0.315,0.42,0.0,0.0,False,False,False,False
2390,Canalizacion tuberia en destapado,4.2,CHIGORODO,7.66492243,-76.68578156,0.315,0.42,0.0,0.0,False,False,False,False
2391,Canalizacion tuberia en destapado,4.2,TURBO,8.08910186,-76.73111598,0.315,0.42,0.0,0.0,False,False,False,False
2392,Canalizacion tuberia en destapado,4.5,APARTADO,7.79882114,-76.64932711,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2393,Canalizacion tuberia en destapado,4.5,APARTADO,7.8772656,-76.61338513,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2394,Canalizacion tuberia en destapado,4.5,CHIGORODO,7.665454,-76.687402,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2395,Canalizacion tuberia en destapado,4.5,CHIGORODO,7.66672115,-76.68040146,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2396,Canalizacion tuberia en destapado,4.5,TURBO,7.92745071,-76.62469877,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2397,Canalizacion tuberia en destapado,4.5,TURBO,7.93097968,-76.71686329,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2398,Canalizacion tuberia en destapado,4.5,TURBO,7.994658,-76.64426,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2399,Canalizacion tuberia en destapado,4.5,TURBO,8.08371081,-76.72297422,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2400,Canalizacion tuberia en destapado,4.5,TURBO,8.094735,-76.737285,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2401,Canalizacion tuberia en destapado,4.5,TURBO,8.094841,-76.737208,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2402,Canalizacion tuberia en destapado,4.5,TURBO,8.09519912,-76.73702295,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2403,Canalizacion tuberia en destapado,4.5,TURBO,8.095232,-76.737023,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2404,Canalizacion tuberia en destapado,4.5,TURBO,8.10203787,-76.72349929,0.3374999999999999,0.45,0.0,0.0,False,False,False,False
2405,Canalizacion tuberia en destapado,4.6,CHIGORODO,7.66539901,-76.68671155,0.345,0.4599999999999999,0.0,0.0,False,False,False,False
2406,Canalizacion tuberia en destapado,4.6,TURBO,8.09499672,-76.73563042,0.345,0.4599999999999999,0.0,0.0,False,False,False,False
2407,Canalizacion tuberia en destapado,4.8,MUTATA,7.247146,-76.43561241,0.36,0.48,0.0,0.0,False,False,False,False
2408,Canalizacion tuberia en destapado,5.0,APARTADO,7.7980813,-76.64976693,0.375,0.5,0.0,0.0,False,False,False,False
2409,Canalizacion tuberia en destapado,5.0,APARTADO,7.79845553,-76.64947815,0.375,0.5,0.0,0.0,False,False,False,False
2410,Canalizacion tuberia en destapado,5.0,APARTADO,7.79845553,-76.64947815,0.375,0.5,0.0,0.0,False,False,False,False
2411,Canalizacion tuberia en destapado,5.0,APARTADO,7.798879,-76.653482,0.375,0.5,0.0,0.0,False,False,False,False
2412,Canalizacion tuberia en destapado,5.0,APARTADO,7.79896306,-76.64908473,0.375,0.5,0.0,0.0,False,False,False,False
2413,Canalizacion tuberia en destapado,5.0,APARTADO,7.79898921,-76.64913973,0.375,0.5,0.0,0.0,False,False,False,False
2414,Canalizacion tuberia en destapado,5.0,APARTADO,7.89443119,-76.63470623,0.375,0.5,0.0,0.0,False,False,False,False
2415,Canalizacion tuberia en destapado,5.0,ARBOLETES,8.84873552,-76.4293247,0.375,0.5,0.0,0.0,False,False,False,False
2416,Canalizacion tuberia en destapado,5.0,ARBOLETES,8.85027631,-76.42991431,0.375,0.5,0.0,0.0,False,False,False,False
2417,Canalizacion tuberia en destapado,5.0,ARBOLETES,8.85210238,-76.42170365,0.375,0.5,0.0,0.0,False,False,False,False
2418,Canalizacion tuberia en destapado,5.0,CHIGORODO,7.65661853,-76.68062994,0.375,0.5,0.0,0.0,False,False,False,False
2419,Canalizacion tuberia en destapado,5.0,CHIGORODO,7.65840762,-76.67460555,0.375,0.5,0.0,0.0,False,False,False,False
2420,Canalizacion tuberia en destapado,5.0,CHIGORODO,7.65848203,-76.68256094,0.375,0.5,0.0,0.0,False,False,False,False
2421,Canalizacion tuberia en destapado,5.0,CHIGORODO,7.66159427,-76.68612339,0.375,0.5,0.0,0.0,False,False,False,False
2422,Canalizacion tuberia en destapado,5.0,CHIGORODO,7.665605,-76.687213,0.375,0.5,0.0,0.0,False,False,False,False
2423,Canalizacion tuberia en destapado,5.0,NECOCLI,8.42205358,-76.77537685,0.375,0.5,0.0,0.0,False,False,False,False
2424,Canalizacion tuberia en destapado,5.0,NECOCLI,8.43653087,-76.78062902,0.375,0.5,0.0,0.0,False,False,False,False
2425,Canalizacion tuberia en destapado,5.0,SAN JUAN DE URABA,8.75820213,-76.52496089,0.375,0.5,0.0,0.0,False,False,False,False
2426,Canalizacion tuberia en destapado,5.0,SAN JUAN DE URABA,8.75936917,-76.52879606,0.375,0.5,0.0,0.0,False,False,False,False
2427,Canalizacion tuberia en destapado,5.0,SAN JUAN DE URABA,8.759932,-76.533578,0.375,0.5,0.0,0.0,False,False,False,False
2428,Canalizacion tuberia en destapado,5.0,SAN JUAN DE URABA,8.762437,-76.530143,0.375,0.5,0.0,0.0,False,False,False,False
2429,Canalizacion tuberia en destapado,5.0,SAN JUAN DE URABA,8.768324,-76.523828,0.375,0.5,0.0,0.0,False,False,False,False
2430,Canalizacion tuberia en destapado,5.0,TURBO,7.98676231,-76.63675185,0.375,0.5,0.0,0.0,False,False,False,False
2431,Canalizacion tuberia en destapado,5.0,TURBO,8.08768377,-76.73038435,0.375,0.5,0.0,0.0,False,False,False,False
2432,Canalizacion tuberia en destapado,5.0,TURBO,8.08771631,-76.73032225,0.375,0.5,0.0,0.0,False,False,False,False
2433,Canalizacion tuberia en destapado,5.0,TURBO,8.09156632,-76.73293334,0.375,0.5,0.0,0.0,False,False,False,False
2434,Canalizacion tuberia en destapado,5.0,TURBO,8.09469783,-76.73665093,0.375,0.5,0.0,0.0,False,False,False,False
2435,Canalizacion tuberia en destapado,5.0,TURBO,8.09487895,-76.7371691,0.375,0.5,0.0,0.0,False,False,False,False
2436,Canalizacion tuberia en destapado,5.0,TURBO,8.0949481,-76.73585191,0.375,0.5,0.0,0.0,False,False,False,False
2437,Canalizacion tuberia en destapado,5.0,TURBO,8.09507216,-76.73536321,0.375,0.5,0.0,0.0,False,False,False,False
2438,Canalizacion tuberia en destapado,5.0,TURBO,8.09508076,-76.73518714,0.375,0.5,0.0,0.0,False,False,False,False
2439,Canalizacion tuberia en destapado,5.0,TURBO,8.0952068,-76.73666706,0.375,0.5,0.0,0.0,False,False,False,False
2440,Canalizacion tuberia en destapado,5.0,TURBO,8.09844748,-76.73025117,0.375,0.5,0.0,0.0,False,False,False,False
2441,Canalizacion tuberia en destapado,5.0,TURBO,8.10207386,-76.72755629,0.375,0.5,0.0,0.0,False,False,False,False
2442,Canalizacion tuberia en destapado,5.0,TURBO,8.10420055,-76.72603078,0.375,0.5,0.0,0.0,False,False,False,False
2443,Canalizacion tuberia en destapado,5.1,CHIGORODO,7.65727476,-76.67440019,0.3824999999999999,0.51,0.0,0.0,False,False,False,False
2444,Canalizacion tuberia en destapado,5.2,CHIGORODO,7.65668893,-76.68182204,0.39,0.52,0.0,0.0,False,False,False,False
2445,Canalizacion tuberia en destapado,5.2,SAN PEDRO DE URABA,8.27475325,-76.38309935,0.39,0.52,0.0,0.0,False,False,False,False
2446,Canalizacion tuberia en destapado,5.2,TURBO,7.99040693,-76.64325686,0.39,0.52,0.0,0.0,False,False,False,False
2447,Canalizacion tuberia en destapado,5.2,TURBO,7.997833,-76.645254,0.39,0.52,0.0,0.0,False,False,False,False
2448,Canalizacion tuberia en destapado,5.2,TURBO,8.10104034,-76.72712817,0.39,0.52,0.0,0.0,False,False,False,False
2449,Canalizacion tuberia en destapado,5.2,TURBO,8.1013793,-76.71178883,0.39,0.52,0.0,0.0,False,False,False,False
2450,Canalizacion tuberia en destapado,5.3,CAREPA,7.75413473,-76.64233247,0.3974999999999999,0.53,0.0,0.0,False,False,False,False
2451,Canalizacion tuberia en destapado,5.3,TURBO,8.09520101,-76.73695242,0.3974999999999999,0.53,0.0,0.0,False,False,False,False
2452,Canalizacion tuberia en destapado,5.4,SAN JUAN DE URABA,8.758254,-76.524842,0.405,0.54,0.0,0.0,False,False,False,False
2453,Canalizacion tuberia en destapado,5.5,MUTATA,7.24119449,-76.43287574,0.4125,0.55,0.0,0.0,False,False,False,False
2454,Canalizacion tuberia en destapado,5.5,TURBO,8.08910186,-76.73111598,0.4125,0.55,0.0,0.0,False,False,False,False
2455,Canalizacion tuberia en destapado,5.5,TURBO,8.09484001,-76.737154,0.4125,0.55,0.0,0.0,False,False,False,False
2456,Canalizacion tuberia en destapado,6.0,APARTADO,7.79877444,-76.64914973,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2457,Canalizacion tuberia en destapado,6.0,APARTADO,7.88331971,-76.62531095,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2458,Canalizacion tuberia en destapado,6.0,ARBOLETES,8.84266492,-76.42681194,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2459,Canalizacion tuberia en destapado,6.0,ARBOLETES,8.84534908,-76.43017168,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2460,Canalizacion tuberia en destapado,6.0,ARBOLETES,8.85013244,-76.41839334,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2461,Canalizacion tuberia en destapado,6.0,CAREPA,7.75132951,-76.65504347,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2462,Canalizacion tuberia en destapado,6.0,CHIGORODO,7.66153237,-76.68446396,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2463,Canalizacion tuberia en destapado,6.0,MUTATA,7.24215,-76.43233,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2464,Canalizacion tuberia en destapado,6.0,SAN JUAN DE URABA,8.76268778,-76.52904181,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2465,Canalizacion tuberia en destapado,6.0,TURBO,7.93746224,-76.71854924,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2466,Canalizacion tuberia en destapado,6.0,TURBO,7.99690869,-76.64438467,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2467,Canalizacion tuberia en destapado,6.0,TURBO,7.99820078,-76.63228715,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2468,Canalizacion tuberia en destapado,6.0,TURBO,8.08771829,-76.73041385,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2469,Canalizacion tuberia en destapado,6.0,TURBO,8.08784384,-76.72650427,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2470,Canalizacion tuberia en destapado,6.0,TURBO,8.08910186,-76.73111598,0.4499999999999999,0.6000000000000001,0.0,0.0,False,False,False,False
2471,Canalizacion tuberia en destapado,6.2,NECOCLI,8.42701001,-76.78315064,0.4649999999999999,0.6200000000000001,0.0,0.0,False,False,False,False
2472,Canalizacion tuberia en destapado,6.5,TURBO,8.08798474,-76.72839381,0.4875,0.65,0.0,0.0,False,False,False,False
2473,Canalizacion tuberia en destapado,6.5,TURBO,8.09930639,-76.7242571,0.4875,0.65,0.0,0.0,False,False,False,False
2474,Canalizacion tuberia en destapado,7.0,ARBOLETES,8.8452228,-76.42995356,0.525,0.7000000000000001,0.0,0.0,False,False,False,False
