ID,DescripcionItem,CantidadItem,Municipio,Latitud_Y,Longitud_X,tierras,base,concreto,PvF,areaPvF,areaConcreto,areaBase,areaTierras
0,Canalizacion tuberia en asfalto,1.0,BELLO,6.35108,-75.518336,0.075,0.075,0.0,0.025,True,True,True,False
1,Canalizacion tuberia en asfalto,10.0,ITUANGO,7.06454762,-75.68392652,0.75,0.75,0.0,0.25,False,False,False,False
2,Canalizacion tuberia en anden,2.0,CAREPA,7.84744683,-76.74011078,0.15,0.1,0.05,0.0,False,False,False,False
3,Canalizacion tuberia en anden,13.6,TURBO,7.93057516,-76.62329994,1.02,0.68,0.34,0.0,False,False,False,False
4,Canalizacion tuberia en anden,25.8,CAREPA,7.75925159,-76.65271805,1.935,1.29,0.645,0.0,False,False,False,False
5,Canalizacion tuberia en zona verde,15.0,CHIGORODO,7.65701295,-76.68228518,2.25,0.0,0.0,0.0,False,False,False,False
6,Canalizacion tuberia en zona verde,20.0,CAREPA,7.75925159,-76.65271805,3.0,0.0,0.0,0.0,False,False,False,False
7,Canalizacion tuberia en zona verde,24.4,TURBO,7.93057516,-76.62329994,3.66,0.0,0.0,0.0,False,False,False,False
8,Canalizacion tuberia en zona verde,36.2,TURBO,7.943896,-76.726203,5.430000000000001,0.0,0.0,0.0,False,False,False,False
9,Canalizacion tuberia en zona verde,41.0,ARBOLETES,8.85152208,-76.42684417,6.15,0.0,0.0,0.0,False,False,False,False
10,Canalizacion tuberia en zona verde,16.0,ARBOLETES,8.84837123,-76.42570859,2.4,0.0,0.0,0.0,False,False,False,False
11,Canalizacion tuberia en zona verde,22.0,NECOCLI,8.42850023,-76.78398518,3.3,0.0,0.0,0.0,False,False,False,False
12,Canalizacion tuberia en concreto,1.6,CAROLINA DEL PRINCIPE,6.72754747,-75.28715117,0.12,0.08,0.08,0.0,False,False,False,False
13,Canalizacion tuberia en anden,11.6,MEDELLIN,6.231246,-75.585241,0.87,0.58,0.29,0.0,True,True,True,True
14,Canalizacion tuberia en anden,1.0,BELLO,6.32784,-75.567989,0.075,0.05,0.025,0.0,True,True,True,True
15,Canalizacion tuberia en anden,1.0,BELLO,6.341363,-75.539792,0.075,0.05,0.025,0.0,True,True,True,False
16,Canalizacion tuberia en anden,1.0,BELLO,6.38103351,-75.62000158,0.075,0.05,0.025,0.0,True,True,True,False
17,Canalizacion tuberia en anden,1.0,ENVIGADO,6.15895762,-75.59987774,0.075,0.05,0.025,0.0,False,True,True,True
18,Canalizacion tuberia en anden,1.0,ENVIGADO,6.160176,-75.590211,0.075,0.05,0.025,0.0,False,True,True,True
19,Canalizacion tuberia en anden,1.0,ENVIGADO,6.16045695,-75.59129643,0.075,0.05,0.025,0.0,False,True,True,True
20,Canalizacion tuberia en anden,1.0,GIRARDOTA,6.3503196,-75.4573937,0.075,0.05,0.025,0.0,True,False,False,False
21,Canalizacion tuberia en anden,1.0,MEDELLIN,6.23236663,-75.53254353,0.075,0.05,0.025,0.0,True,True,True,True
22,Canalizacion tuberia en anden,1.0,MEDELLIN,6.27685,-75.640598,0.075,0.05,0.025,0.0,True,True,True,True
23,Canalizacion tuberia en anden,1.0,MEDELLIN,6.278783,-75.620846,0.075,0.05,0.025,0.0,True,True,True,True
24,Canalizacion tuberia en anden,1.0,MEDELLIN,6.27972239,-75.61982209,0.075,0.05,0.025,0.0,True,True,True,True
25,Canalizacion tuberia en anden,1.0,MEDELLIN,6.28012299,-75.62331149,0.075,0.05,0.025,0.0,True,True,True,True
26,Canalizacion tuberia en anden,1.0,MEDELLIN,6.28024849,-75.61302721,0.075,0.05,0.025,0.0,True,True,True,True
27,Canalizacion tuberia en anden,1.0,MEDELLIN,6.280672,-75.622271,0.075,0.05,0.025,0.0,True,True,True,True
28,Canalizacion tuberia en anden,1.0,MEDELLIN,6.281818,-75.609271,0.075,0.05,0.025,0.0,True,True,True,True
29,Canalizacion tuberia en anden,1.0,MEDELLIN,6.28342369,-75.61777806,0.075,0.05,0.025,0.0,True,True,True,True
30,Canalizacion tuberia en anden,1.0,MEDELLIN,6.28364466,-75.61902348,0.075,0.05,0.025,0.0,True,True,True,True
31,Canalizacion tuberia en anden,1.0,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0.0,True,True,True,True
32,Canalizacion tuberia en anden,1.0,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0.0,True,True,True,True
33,Canalizacion tuberia en anden,1.0,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0.0,True,True,True,True
34,Canalizacion tuberia en anden,1.0,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0.0,True,True,True,True
35,Canalizacion tuberia en anden,1.0,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0.0,True,True,True,True
36,Canalizacion tuberia en anden,1.0,MEDELLIN,6.28813,-75.60507905,0.075,0.05,0.025,0.0,True,True,True,True
37,Canalizacion tuberia en anden,1.0,MEDELLIN,6.28905167,-75.60519333,0.075,0.05,0.025,0.0,True,True,True,True
38,Canalizacion tuberia en anden,1.0,MEDELLIN,6.28908,-75.606134,0.075,0.05,0.025,0.0,True,True,True,True
39,Canalizacion tuberia en anden,1.0,MEDELLIN,6.289355,-75.6056,0.075,0.05,0.025,0.0,True,True,True,True
40,Canalizacion tuberia en anden,1.0,MEDELLIN,6.289612,-75.604941,0.075,0.05,0.025,0.0,True,True,True,True
41,Canalizacion tuberia en anden,1.0,MEDELLIN,6.289779,-75.604875,0.075,0.05,0.025,0.0,True,True,True,True
42,Canalizacion tuberia en anden,1.0,MEDELLIN,6.29094257,-75.5435241,0.075,0.05,0.025,0.0,True,True,True,True
43,Canalizacion tuberia en anden,1.0,MEDELLIN,6.2921835,-75.61010743,0.075,0.05,0.025,0.0,True,True,True,True
44,Canalizacion tuberia en anden,1.0,MEDELLIN,6.31009277,-75.56966434,0.075,0.05,0.025,0.0,True,True,True,True
45,Canalizacion tuberia en anden,1.0,SABANETA,6.148616,-75.610177,0.075,0.05,0.025,0.0,False,False,False,True
46,Canalizacion tuberia en anden,1.5,MEDELLIN,6.29171227,-75.5573963,0.1124999999999999,0.075,0.0375,0.0,True,True,True,True
47,Canalizacion tuberia en anden,1.5,MEDELLIN,6.29172156,-75.55739292,0.1124999999999999,0.075,0.0375,0.0,True,True,True,True
48,Canalizacion tuberia en anden,2.0,MEDELLIN,6.26862048,-75.61597324,0.15,0.1,0.05,0.0,True,True,True,True
49,Canalizacion tuberia en anden,2.0,MEDELLIN,6.28291463,-75.61705068,0.15,0.1,0.05,0.0,True,True,True,True
50,Canalizacion tuberia en anden,2.0,MEDELLIN,6.284641,-75.613704,0.15,0.1,0.05,0.0,True,True,True,True
51,Canalizacion tuberia en anden,2.0,MEDELLIN,6.284641,-75.613704,0.15,0.1,0.05,0.0,True,True,True,True
52,Canalizacion tuberia en anden,2.0,MEDELLIN,6.284641,-75.613704,0.15,0.1,0.05,0.0,True,True,True,True
53,Canalizacion tuberia en anden,2.0,MEDELLIN,6.28484137,-75.54502775,0.15,0.1,0.05,0.0,True,True,True,True
54,Canalizacion tuberia en anden,2.0,MEDELLIN,6.28696365,-75.555057,0.15,0.1,0.05,0.0,True,True,True,True
55,Canalizacion tuberia en anden,2.0,MEDELLIN,6.28836882,-75.53883673,0.15,0.1,0.05,0.0,True,True,True,True
56,Canalizacion tuberia en anden,2.0,MEDELLIN,6.28876142,-75.60457422,0.15,0.1,0.05,0.0,True,True,True,True
57,Canalizacion tuberia en anden,3.0,MEDELLIN,6.26459815,-75.54224879,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
58,Canalizacion tuberia en anden,3.0,MEDELLIN,6.28059023,-75.62348852,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
59,Canalizacion tuberia en anden,3.0,MEDELLIN,6.281801,-75.617872,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
60,Canalizacion tuberia en anden,3.0,MEDELLIN,6.28622565,-75.53740236,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
61,Canalizacion tuberia en anden,3.0,MEDELLIN,6.28622565,-75.53740236,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
62,Canalizacion tuberia en anden,3.0,MEDELLIN,6.28628857,-75.53736381,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
63,Canalizacion tuberia en anden,3.0,MEDELLIN,6.286466,-75.537328,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
64,Canalizacion tuberia en anden,3.0,MEDELLIN,6.286466,-75.537328,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
65,Canalizacion tuberia en anden,3.0,MEDELLIN,6.286466,-75.537328,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
66,Canalizacion tuberia en anden,3.0,MEDELLIN,6.289731,-75.606371,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
67,Canalizacion tuberia en anden,3.7,MEDELLIN,6.27696226,-75.53964586,0.2775,0.185,0.0925,0.0,True,True,True,True
68,Canalizacion tuberia en anden,4.0,MEDELLIN,6.213865,-75.603092,0.3,0.2,0.1,0.0,False,True,True,True
69,Canalizacion tuberia en anden,5.0,MEDELLIN,6.1733793,-75.64793125,0.375,0.25,0.125,0.0,False,False,False,True
70,Canalizacion tuberia en anden,5.0,MEDELLIN,6.28836882,-75.53883673,0.375,0.25,0.125,0.0,True,True,True,True
71,Canalizacion tuberia en anden,8.0,MEDELLIN,6.28836882,-75.53883673,0.6,0.4,0.2,0.0,True,True,True,True
72,Canalizacion tuberia en anden,1.0,BELLO,6.338762,-75.571886,0.075,0.05,0.025,0.0,True,True,True,True
73,Canalizacion tuberia en anden,1.0,BELLO,6.38136154,-75.61934768,0.075,0.05,0.025,0.0,True,True,True,False
74,Canalizacion tuberia en anden,1.0,ENVIGADO,6.1624035,-75.59800809,0.075,0.05,0.025,0.0,False,True,True,True
75,Canalizacion tuberia en anden,1.0,ENVIGADO,6.16255377,-75.59821384,0.075,0.05,0.025,0.0,False,True,True,True
76,Canalizacion tuberia en anden,1.0,ENVIGADO,6.16255377,-75.59821384,0.075,0.05,0.025,0.0,False,True,True,True
77,Canalizacion tuberia en anden,2.0,BELLO,6.33726705,-75.54900426,0.15,0.1,0.05,0.0,True,True,True,False
78,Canalizacion tuberia en anden,2.7,GIRARDOTA,6.39507043,-75.42180761,0.2025,0.135,0.0675,0.0,False,False,False,False
79,Canalizacion tuberia en anden,3.0,MEDELLIN,6.26199508,-75.59069074,0.2249999999999999,0.15,0.075,0.0,True,True,True,True
80,Canalizacion tuberia en anden,1.0,GOMEZ PLATA,6.687961,-75.226831,0.075,0.05,0.025,0.0,False,False,False,False
81,Canalizacion tuberia en anden,1.0,REMEDIOS,7.02836484,-74.69774019,0.075,0.05,0.025,0.0,False,False,False,False
82,Canalizacion tuberia en anden,3.5,SAN JERONIMO,6.44198364,-75.7252545,0.2625,0.175,0.0875,0.0,False,False,False,False
83,Canalizacion tuberia en anden,7.0,EL RETIRO,6.06178793,-75.50060234,0.525,0.35,0.175,0.0,True,True,True,False
84,Canalizacion tuberia en anden,7.0,EL RETIRO,6.06179888,-75.50059646,0.525,0.35,0.175,0.0,True,True,True,False
85,Canalizacion tuberia en anden,7.0,EL RETIRO,6.0618208,-75.50058471,0.525,0.35,0.175,0.0,True,True,True,False
86,Canalizacion tuberia en anden,7.0,EL RETIRO,6.06197286,-75.50062879,0.525,0.35,0.175,0.0,True,True,True,False
87,Canalizacion tuberia en anden,7.5,SANTAFE DE ANTIOQUIA,6.56126333,-75.82914167,0.5625,0.375,0.1875,0.0,False,False,False,False
88,Canalizacion tuberia en anden,0.81,ITUANGO,7.168396,-75.764986,0.06075,0.0405,0.02025,0.0,False,False,False,False
89,Canalizacion tuberia en anden,0.81,ITUANGO,7.1684001,-75.765005,0.06075,0.0405,0.02025,0.0,False,False,False,False
90,Canalizacion tuberia en anden,0.81,ITUANGO,7.168405,-75.765033,0.06075,0.0405,0.02025,0.0,False,False,False,False
91,Canalizacion tuberia en anden,0.81,ITUANGO,7.168408,-75.765027,0.06075,0.0405,0.02025,0.0,False,False,False,False
92,Canalizacion tuberia en anden,0.81,ITUANGO,7.168409,-75.765035,0.06075,0.0405,0.02025,0.0,False,False,False,False
93,Canalizacion tuberia en anden,0.81,ITUANGO,7.168412,-75.764994,0.06075,0.0405,0.02025,0.0,False,False,False,False
94,Canalizacion tuberia en anden,0.81,ITUANGO,7.168418,-75.765038,0.06075,0.0405,0.02025,0.0,False,False,False,False
95,Canalizacion tuberia en anden,0.81,ITUANGO,7.168421,-75.765041,0.06075,0.0405,0.02025,0.0,False,False,False,False
96,Canalizacion tuberia en anden,0.81,ITUANGO,7.168426,-75.765001,0.06075,0.0405,0.02025,0.0,False,False,False,False
97,Canalizacion tuberia en anden,0.81,ITUANGO,7.168426,-75.765025,0.06075,0.0405,0.02025,0.0,False,False,False,False
98,Canalizacion tuberia en anden,0.81,ITUANGO,7.168429,-75.765009,0.06075,0.0405,0.02025,0.0,False,False,False,False
99,Canalizacion tuberia en anden,0.81,ITUANGO,7.16843,-75.765045,0.06075,0.0405,0.02025,0.0,False,False,False,False
100,Canalizacion tuberia en anden,0.81,ITUANGO,7.168431,-75.765039,0.06075,0.0405,0.02025,0.0,False,False,False,False
101,Canalizacion tuberia en anden,0.81,ITUANGO,7.168432,-75.765002,0.06075,0.0405,0.02025,0.0,False,False,False,False
102,Canalizacion tuberia en anden,0.81,ITUANGO,7.168432,-75.765037,0.06075,0.0405,0.02025,0.0,False,False,False,False
103,Canalizacion tuberia en anden,0.81,ITUANGO,7.168433,-75.765047,0.06075,0.0405,0.02025,0.0,False,False,False,False
104,Canalizacion tuberia en anden,0.81,ITUANGO,7.168435,-75.765006,0.06075,0.0405,0.02025,0.0,False,False,False,False
105,Canalizacion tuberia en anden,0.81,ITUANGO,7.168437,-75.765031,0.06075,0.0405,0.02025,0.0,False,False,False,False
106,Canalizacion tuberia en anden,0.81,ITUANGO,7.168438,-75.765033,0.06075,0.0405,0.02025,0.0,False,False,False,False
107,Canalizacion tuberia en anden,0.81,ITUANGO,7.168442,-75.764959,0.06075,0.0405,0.02025,0.0,False,False,False,False
108,Canalizacion tuberia en anden,0.81,ITUANGO,7.168443,-75.764971,0.06075,0.0405,0.02025,0.0,False,False,False,False
109,Canalizacion tuberia en anden,0.81,ITUANGO,7.168447,-75.765027,0.06075,0.0405,0.02025,0.0,False,False,False,False
110,Canalizacion tuberia en anden,0.81,ITUANGO,7.168448,-75.765018,0.06075,0.0405,0.02025,0.0,False,False,False,False
111,Canalizacion tuberia en anden,0.81,ITUANGO,7.168451,-75.765034,0.06075,0.0405,0.02025,0.0,False,False,False,False
112,Canalizacion tuberia en anden,0.81,ITUANGO,7.168454,-75.765026,0.06075,0.0405,0.02025,0.0,False,False,False,False
113,Canalizacion tuberia en anden,0.81,ITUANGO,7.16846,-75.764954,0.06075,0.0405,0.02025,0.0,False,False,False,False
114,Canalizacion tuberia en anden,0.81,ITUANGO,7.16846029,-75.76499356,0.06075,0.0405,0.02025,0.0,False,False,False,False
115,Canalizacion tuberia en anden,0.81,ITUANGO,7.16846029,-75.76499356,0.06075,0.0405,0.02025,0.0,False,False,False,False
116,Canalizacion tuberia en anden,0.81,ITUANGO,7.16846029,-75.76499356,0.06075,0.0405,0.02025,0.0,False,False,False,False
117,Canalizacion tuberia en anden,0.81,ITUANGO,7.168461,-75.764967,0.06075,0.0405,0.02025,0.0,False,False,False,False
118,Canalizacion tuberia en anden,0.81,ITUANGO,7.168462,-75.765024,0.06075,0.0405,0.02025,0.0,False,False,False,False
119,Canalizacion tuberia en anden,0.81,ITUANGO,7.168464,-75.765034,0.06075,0.0405,0.02025,0.0,False,False,False,False
120,Canalizacion tuberia en anden,0.81,ITUANGO,7.168473,-75.765028,0.06075,0.0405,0.02025,0.0,False,False,False,False
121,Canalizacion tuberia en anden,0.81,ITUANGO,7.168482,-75.765037,0.06075,0.0405,0.02025,0.0,False,False,False,False
122,Canalizacion tuberia en anden,0.81,ITUANGO,7.168488,-75.764993,0.06075,0.0405,0.02025,0.0,False,False,False,False
123,Canalizacion tuberia en anden,0.81,ITUANGO,7.168491,-75.764984,0.06075,0.0405,0.02025,0.0,False,False,False,False
124,Canalizacion tuberia en anden,1.0,BELMIRA,6.61294684,-75.67218046,0.075,0.05,0.025,0.0,False,False,False,False
125,Canalizacion tuberia en anden,1.39,SOPETRAN,6.50226282,-75.7513286,0.10425,0.0694999999999999,0.0347499999999999,0.0,False,False,False,False
126,Canalizacion tuberia en anden,9.0,SOPETRAN,6.50175023,-75.75118105,0.6749999999999999,0.45,0.225,0.0,False,False,False,False
127,Canalizacion tuberia en anden,2.5,MEDELLIN,6.197347,-75.58731,0.1875,0.125,0.0625,0.0,False,True,True,True
128,Canalizacion tuberia en asfalto,100.0,EL RETIRO,6.083494,-75.51160267,7.5,7.5,0.0,2.5,True,True,True,False
129,Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.28622565,-75.53740236,0.081,0.0,0.0,0.0,True,True,True,True
130,Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.28622565,-75.53740236,0.081,0.0,0.0,0.0,True,True,True,True
131,Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.28628857,-75.53736381,0.081,0.0,0.0,0.0,True,True,True,True
132,Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.286466,-75.537328,0.081,0.0,0.0,0.0,True,True,True,True
133,Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.286466,-75.537328,0.081,0.0,0.0,0.0,True,True,True,True
134,Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.286466,-75.537328,0.081,0.0,0.0,0.0,True,True,True,True
135,Canalizacion tuberia en zona verde,2.9,MEDELLIN,6.27696226,-75.53964586,0.435,0.0,0.0,0.0,True,True,True,True
136,Canalizacion tuberia en zona verde,7.0,MEDELLIN,6.27696226,-75.53964586,1.05,0.0,0.0,0.0,True,True,True,True
137,Canalizacion tuberia en zona verde,13.0,MEDELLIN,6.27685,-75.640598,1.95,0.0,0.0,0.0,True,True,True,True
138,Canalizacion tuberia en zona verde,15.0,GIRARDOTA,6.35873806,-75.46128216,2.25,0.0,0.0,0.0,True,False,False,False
139,Canalizacion tuberia en zona verde,16.0,MEDELLIN,6.28836882,-75.53883673,2.4,0.0,0.0,0.0,True,True,True,True
140,Canalizacion tuberia en zona verde,19.0,MEDELLIN,6.28836882,-75.53883673,2.85,0.0,0.0,0.0,True,True,True,True
141,Canalizacion tuberia en zona verde,19.4,GIRARDOTA,6.3503196,-75.4573937,2.91,0.0,0.0,0.0,True,False,False,False
142,Canalizacion tuberia en zona verde,21.0,MEDELLIN,6.28836882,-75.53883673,3.15,0.0,0.0,0.0,True,True,True,True
143,Canalizacion tuberia en zona verde,22.2,BELLO,6.38103351,-75.62000158,3.33,0.0,0.0,0.0,True,True,True,False
144,Canalizacion tuberia en zona verde,37.0,GIRARDOTA,6.38983964,-75.46036796,5.55,0.0,0.0,0.0,True,False,False,False
145,Canalizacion tuberia en zona verde,20.0,BELLO,6.38136154,-75.61934768,3.0,0.0,0.0,0.0,True,True,True,False
146,Canalizacion tuberia en zona verde,58.0,GIRARDOTA,6.39507043,-75.42180761,8.7,0.0,0.0,0.0,False,False,False,False
147,Canalizacion tuberia en zona verde,65.8,COPACABANA,6.39089473,-75.49858158,9.87,0.0,0.0,0.0,True,True,True,False
148,Canalizacion tuberia en zona verde,8.8,CALDAS,6.08230199,-75.64096495,1.32,0.0,0.0,0.0,False,False,False,False
149,Canalizacion tuberia en zona verde,13.0,CALDAS,6.10218561,-75.63660309,1.95,0.0,0.0,0.0,False,False,False,False
150,Canalizacion tuberia en zona verde,13.0,ITAGUI,6.1825818,-75.59059775,1.95,0.0,0.0,0.0,False,True,True,True
151,Canalizacion tuberia en zona verde,16.0,MEDELLIN,6.229365,-75.552789,2.4,0.0,0.0,0.0,True,True,True,True
152,Canalizacion tuberia en zona verde,20.0,CALDAS,6.08785527,-75.62713494,3.0,0.0,0.0,0.0,False,False,False,False
153,Canalizacion tuberia en zona verde,25.0,ENVIGADO,6.1695832,-75.56539988,3.75,0.0,0.0,0.0,True,True,True,True
154,Canalizacion tuberia en zona verde,35.0,MEDELLIN,6.231246,-75.585241,5.25,0.0,0.0,0.0,True,True,True,True
155,Canalizacion tuberia en zona verde,40.0,CALDAS,6.05068111,-75.62457643,6.0,0.0,0.0,0.0,False,False,False,False
156,Canalizacion tuberia en zona verde,64.2,ENVIGADO,6.16462646,-75.53179894,9.63,0.0,0.0,0.0,True,True,True,True
157,Canalizacion tuberia en zona verde,10.0,LA ESTRELLA,6.14528749,-75.63601197,1.5,0.0,0.0,0.0,False,False,False,True
158,Canalizacion tuberia en zona verde,13.0,ENVIGADO,6.16045847,-75.50739563,1.95,0.0,0.0,0.0,True,True,True,True
159,Canalizacion tuberia en zona verde,4.0,EL RETIRO,6.08129917,-75.50041867,0.6,0.0,0.0,0.0,True,True,True,False
160,Canalizacion tuberia en zona verde,5.0,GUARNE,6.26156976,-75.43954563,0.75,0.0,0.0,0.0,True,True,True,False
161,Canalizacion tuberia en zona verde,5.8,BETULIA,6.11353455,-75.98261509,0.87,0.0,0.0,0.0,False,False,False,False
162,Canalizacion tuberia en zona verde,6.0,EL RETIRO,6.08085733,-75.50066283,0.8999999999999999,0.0,0.0,0.0,True,True,True,False
163,Canalizacion tuberia en zona verde,6.6,GUARNE,6.2255435,-75.40968275,0.99,0.0,0.0,0.0,True,True,True,False
164,Canalizacion tuberia en zona verde,7.0,GUARNE,6.22683267,-75.40626083,1.05,0.0,0.0,0.0,True,True,True,False
165,Canalizacion tuberia en zona verde,7.8,BETULIA,6.113574,-75.982367,1.17,0.0,0.0,0.0,False,False,False,False
166,Canalizacion tuberia en zona verde,9.0,GUARNE,6.23111561,-75.41584529,1.35,0.0,0.0,0.0,True,True,True,False
167,Canalizacion tuberia en zona verde,13.0,VENECIA,5.97083,-75.737812,1.95,0.0,0.0,0.0,False,False,False,False
168,Canalizacion tuberia en zona verde,14.0,AMAGA,6.026654,-75.696049,2.1,0.0,0.0,0.0,False,False,False,False
169,Canalizacion tuberia en zona verde,14.5,AMAGA,6.073702,-75.698835,2.175,0.0,0.0,0.0,False,False,False,False
170,Canalizacion tuberia en zona verde,14.5,AMAGA,6.073736,-75.699082,2.175,0.0,0.0,0.0,False,False,False,False
171,Canalizacion tuberia en zona verde,26.0,CONCORDIA,6.04803497,-75.90440226,3.9,0.0,0.0,0.0,False,False,False,False
172,Canalizacion tuberia en zona verde,30.0,AMAGA,6.06969342,-75.70136436,4.5,0.0,0.0,0.0,False,False,False,False
173,Canalizacion tuberia en zona verde,33.0,TARSO,5.843128,-75.817313,4.95,0.0,0.0,0.0,False,False,False,False
174,Canalizacion tuberia en zona verde,35.0,AMAGA,6.07447848,-75.69736873,5.25,0.0,0.0,0.0,False,False,False,False
175,Canalizacion tuberia en zona verde,35.0,ENVIGADO,6.14192083,-75.52597275,5.25,0.0,0.0,0.0,True,True,True,True
176,Canalizacion tuberia en zona verde,42.0,TARSO,5.86209827,-75.82311575,6.3,0.0,0.0,0.0,False,False,False,False
177,Canalizacion tuberia en zona verde,48.0,VENECIA,5.97125841,-75.73760687,7.199999999999999,0.0,0.0,0.0,False,False,False,False
178,Canalizacion tuberia en zona verde,65.0,TAMESIS,5.66258431,-75.71755163,9.75,0.0,0.0,0.0,False,False,False,False
179,Canalizacion tuberia en zona verde,118.0,PUEBLORRICO,5.79389546,-75.8429935,17.7,0.0,0.0,0.0,False,False,False,False
180,Canalizacion tuberia en zona verde,6.0,SANTA BARBARA,5.866862,-75.562104,0.8999999999999999,0.0,0.0,0.0,False,False,False,False
181,Canalizacion tuberia en zona verde,13.0,GUARNE,6.25913088,-75.43969622,1.95,0.0,0.0,0.0,True,True,True,False
182,Canalizacion tuberia en zona verde,14.0,SANTA BARBARA,5.94946239,-75.58380096,2.1,0.0,0.0,0.0,False,False,False,False
183,Canalizacion tuberia en zona verde,19.0,GUARNE,6.25913088,-75.43969622,2.85,0.0,0.0,0.0,True,True,True,False
184,Canalizacion tuberia en zona verde,20.0,GUARNE,6.25914657,-75.43982163,3.0,0.0,0.0,0.0,True,True,True,False
185,Canalizacion tuberia en zona verde,2.0,SAN PEDRO DE LOS MILAGROS,6.444896,-75.557412,0.3,0.0,0.0,0.0,True,True,True,False
186,Canalizacion tuberia en zona verde,6.5,SANTAFE DE ANTIOQUIA,6.56126333,-75.82914167,0.975,0.0,0.0,0.0,False,False,False,False
187,Canalizacion tuberia en zona verde,8.0,SAN ANDRES DE CUERQUIA,6.91797954,-75.67259886,1.2,0.0,0.0,0.0,False,False,False,False
188,Canalizacion tuberia en zona verde,10.0,REMEDIOS,7.02836484,-74.69774019,1.5,0.0,0.0,0.0,False,False,False,False
189,Canalizacion tuberia en zona verde,14.5,AMALFI,6.91050572,-75.08153347,2.175,0.0,0.0,0.0,False,False,False,False
190,Canalizacion tuberia en zona verde,16.0,SAN PEDRO DE LOS MILAGROS,6.43059133,-75.52818954,2.4,0.0,0.0,0.0,True,True,True,False
191,Canalizacion tuberia en zona verde,18.0,AMALFI,6.91051754,-75.08146277,2.7,0.0,0.0,0.0,False,False,False,False
192,Canalizacion tuberia en zona verde,22.7,LIBORINA,6.78239634,-75.8247919,3.405,0.0,0.0,0.0,False,False,False,False
193,Canalizacion tuberia en zona verde,24.5,SAN ROQUE,6.48219,-75.05635067,3.675,0.0,0.0,0.0,False,False,False,False
194,Canalizacion tuberia en zona verde,34.2,GOMEZ PLATA,6.687961,-75.226831,5.13,0.0,0.0,0.0,False,False,False,False
195,Canalizacion tuberia en zona verde,35.0,GOMEZ PLATA,6.695468,-75.232315,5.25,0.0,0.0,0.0,False,False,False,False
196,Canalizacion tuberia en zona verde,69.0,SAN PEDRO DE LOS MILAGROS,6.44151275,-75.57632805,10.35,0.0,0.0,0.0,True,True,True,False
197,Canalizacion tuberia en zona verde,12.0,DONMATIAS,6.480303,-75.390782,1.7999999999999998,0.0,0.0,0.0,False,False,False,False
198,Canalizacion tuberia en zona verde,15.0,YARUMAL,6.97241706,-75.4219453,2.25,0.0,0.0,0.0,False,False,False,False
199,Canalizacion tuberia en zona verde,16.0,REMEDIOS,7.03193177,-74.68426332,2.4,0.0,0.0,0.0,False,False,False,False
200,Canalizacion tuberia en zona verde,16.8,CAROLINA DEL PRINCIPE,6.728066,-75.281437,2.52,0.0,0.0,0.0,False,False,False,False
201,Canalizacion tuberia en zona verde,18.0,SANTAFE DE ANTIOQUIA,6.55483027,-75.82741823,2.7,0.0,0.0,0.0,False,False,False,False
202,Canalizacion tuberia en zona verde,18.8,SANTAFE DE ANTIOQUIA,6.559397,-75.827043,2.82,0.0,0.0,0.0,False,False,False,False
203,Canalizacion tuberia en zona verde,23.7,REMEDIOS,7.0383352,-74.70623115,3.555,0.0,0.0,0.0,False,False,False,False
204,Canalizacion tuberia en zona verde,29.0,SOPETRAN,6.50226282,-75.7513286,4.35,0.0,0.0,0.0,False,False,False,False
205,Canalizacion tuberia en zona verde,30.7,SOPETRAN,6.493615,-75.752952,4.605,0.0,0.0,0.0,False,False,False,False
206,Canalizacion tuberia en zona verde,33.0,BELMIRA,6.61294684,-75.67218046,4.95,0.0,0.0,0.0,False,False,False,False
207,Canalizacion tuberia en zona verde,112.1,CAROLINA DEL PRINCIPE,6.72754747,-75.28715117,16.814999999999998,0.0,0.0,0.0,False,False,False,False
208,Canalizacion tuberia en zona verde,208.0,MEDELLIN,6.22880271,-75.60334146,31.2,0.0,0.0,0.0,True,True,True,True
209,Canalizacion tuberia en zona verde,2113.0,EL RETIRO,6.083494,-75.51160267,316.95,0.0,0.0,0.0,True,True,True,False
