fid,ID,DescripcionItem,CantidadItem,Municipio,Latitud (Y),Longitud (X),tierras,base,concreto,PvF
"4167","10149",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22264878,-75.61145757,0.015,0.015,0,0.005
"4168","10151",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22409621,-75.58562227,0.015,0.015,0,0.005
"4169","10152",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22435954,-75.58521352,0.015,0.015,0,0.005
"4170","10154",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22555539,-75.60070345,0.015,0.015,0,0.005
"4171","10155",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22719305,-75.58578073,0.015,0.015,0,0.005
"4172","10156",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22730242,-75.59768699,0.015,0.015,0,0.005
"4173","10157",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22765265,-75.59615247,0.015,0.015,0,0.005
"4174","10158",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22879542,-75.57162945,0.015,0.015,0,0.005
"4175","10159",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.2290785,-75.59545094,0.015,0.015,0,0.005
"4176","10160",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22992482,-75.60106769,0.015,0.015,0,0.005
"4177","10161",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23177055,-75.61359344,0.015,0.015,0,0.005
"4178","10162",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23288225,-75.59771066,0.015,0.015,0,0.005
"4179","10163",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23429013,-75.59328484,0.015,0.015,0,0.005
"4180","10164",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23452068,-75.61002846,0.015,0.015,0,0.005
"4181","10165",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23490553,-75.56123106,0.015,0.015,0,0.005
"4182","10166",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23503178,-75.59544762,0.015,0.015,0,0.005
"4183","10167",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.2359144,-75.55444509,0.015,0.015,0,0.005
"4184","10168",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23605849,-75.59732448,0.015,0.015,0,0.005
"4185","10169",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.236457,-75.559373,0.015,0.015,0,0.005
"4186","10170",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.236977,-75.586273,0.015,0.015,0,0.005
"4187","10171",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23726311,-75.56234105,0.015,0.015,0,0.005
"4188","10172",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23779801,-75.584332,0.015,0.015,0,0.005
"4189","10173",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23810426,-75.55838287,0.015,0.015,0,0.005
"4190","10174",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23828709,-75.56199345,0.015,0.015,0,0.005
"4191","10175",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.2391945,-75.5612735,0.015,0.015,0,0.005
"4192","10176",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24005492,-75.60147711,0.015,0.015,0,0.005
"4193","10177",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.240204,-75.560257,0.015,0.015,0,0.005
"4194","10178",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24053631,-75.56312378,0.015,0.015,0,0.005
"4195","10179",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24083139,-75.56737069,0.015,0.015,0,0.005
"4196","10180",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.2413602,-75.56198175,0.015,0.015,0,0.005
"4197","10181",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.242642,-75.592826,0.015,0.015,0,0.005
"4198","10182",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24322255,-75.60760325,0.015,0.015,0,0.005
"4199","10183",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24404708,-75.56681899,0.015,0.015,0,0.005
"4200","10184",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24598738,-75.61637139,0.015,0.015,0,0.005
"4201","10185",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.247332,-75.604797,0.015,0.015,0,0.005
"4202","10186",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24761065,-75.61986521,0.015,0.015,0,0.005
"4203","10187",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24781321,-75.60925162,0.015,0.015,0,0.005
"4204","10188",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24984126,-75.58765699,0.015,0.015,0,0.005
"4205","10189",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.2510734,-75.58785578,0.015,0.015,0,0.005
"4206","10190",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.25210246,-75.62182503,0.015,0.015,0,0.005
"4207","10191",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.2575166,-75.62157257,0.015,0.015,0,0.005
"4208","10192",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.25753632,-75.62156486,0.015,0.015,0,0.005
"4209","10193",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.25814297,-75.62835448,0.015,0.015,0,0.005
"4210","10263",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2069432,-75.5662369,0.0225,0.0225,0,0.0075
"4211","10264",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.20756,-75.586063,0.0225,0.0225,0,0.0075
"4212","10265",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.20786144,-75.57487733,0.0225,0.0225,0,0.0075
"4213","10266",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.20881537,-75.58912646,0.0225,0.0225,0,0.0075
"4214","10267",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.20955317,-75.5702899,0.0225,0.0225,0,0.0075
"4215","10268",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.21103131,-75.58977627,0.0225,0.0225,0,0.0075
"4216","10270",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.21347481,-75.57108608,0.0225,0.0225,0,0.0075
"4217","10271",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.21375776,-75.58606015,0.0225,0.0225,0,0.0075
"4218","10272",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.21449899,-75.58585731,0.0225,0.0225,0,0.0075
"4219","10273",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2145399,-75.57084416,0.0225,0.0225,0,0.0075
"4220","10274",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.21696041,-75.58185233,0.0225,0.0225,0,0.0075
"4221","10275",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22016247,-75.58173582,0.0225,0.0225,0,0.0075
"4222","10276",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22167079,-75.58437445,0.0225,0.0225,0,0.0075
"4223","10281",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22220341,-75.58257794,0.0225,0.0225,0,0.0075
"4224","10290",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22309814,-75.5835739,0.0225,0.0225,0,0.0075
"4225","10291",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22311663,-75.58363148,0.0225,0.0225,0,0.0075
"4226","10296",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22355924,-75.58713061,0.0225,0.0225,0,0.0075
"4227","10297",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22401936,-75.58231827,0.0225,0.0225,0,0.0075
"4228","10298",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22550691,-75.59724891,0.0225,0.0225,0,0.0075
"4229","10299",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22615561,-75.59721828,0.0225,0.0225,0,0.0075
"4230","10300",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22744213,-75.56016115,0.0225,0.0225,0,0.0075
"4231","10301",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22745539,-75.56017341,0.0225,0.0225,0,0.0075
"4232","10302",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22769135,-75.58187975,0.0225,0.0225,0,0.0075
"4233","10303",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.228049,-75.560458,0.0225,0.0225,0,0.0075
"4234","10304",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.228244,-75.560553,0.0225,0.0225,0,0.0075
"4235","10305",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22865434,-75.60375637,0.0225,0.0225,0,0.0075
"4236","10306",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.228715,-75.58417,0.0225,0.0225,0,0.0075
"4237","10307",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23006493,-75.60108075,0.0225,0.0225,0,0.0075
"4238","10308",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23177157,-75.59371246,0.0225,0.0225,0,0.0075
"4239","10309",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23308635,-75.55713751,0.0225,0.0225,0,0.0075
"4240","10310",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23311197,-75.60169372,0.0225,0.0225,0,0.0075
"4241","10311",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.233905,-75.590834,0.0225,0.0225,0,0.0075
"4242","10312",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23397866,-75.58665707,0.0225,0.0225,0,0.0075
"4243","10313",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23405581,-75.55354425,0.0225,0.0225,0,0.0075
"4244","10314",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23416303,-75.59328015,0.0225,0.0225,0,0.0075
"4245","10315",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23437105,-75.55684379,0.0225,0.0225,0,0.0075
"4246","10316",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23448452,-75.60031445,0.0225,0.0225,0,0.0075
"4247","10317",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23525506,-75.60544808,0.0225,0.0225,0,0.0075
"4248","10318",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23562539,-75.59582957,0.0225,0.0225,0,0.0075
"4249","10319",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.235665,-75.596384,0.0225,0.0225,0,0.0075
"4250","10320",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23609702,-75.56110877,0.0225,0.0225,0,0.0075
"4251","10321",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23624291,-75.55631853,0.0225,0.0225,0,0.0075
"4252","10322",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23759474,-75.56773801,0.0225,0.0225,0,0.0075
"4253","10323",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.238992,-75.558521,0.0225,0.0225,0,0.0075
"4254","10324",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23907225,-75.60236927,0.0225,0.0225,0,0.0075
"4255","10325",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.239837,-75.591784,0.0225,0.0225,0,0.0075
"4256","10326",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23984732,-75.60674969,0.0225,0.0225,0,0.0075
"4257","10327",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24104146,-75.60747476,0.0225,0.0225,0,0.0075
"4258","10328",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24419319,-75.60405363,0.0225,0.0225,0,0.0075
"4259","10329",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24423537,-75.60349421,0.0225,0.0225,0,0.0075
"4260","10330",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24550516,-75.61140092,0.0225,0.0225,0,0.0075
"4261","10331",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24557629,-75.61538158,0.0225,0.0225,0,0.0075
"4262","10332",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.247459,-75.622997,0.0225,0.0225,0,0.0075
"4263","10333",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24774407,-75.59261387,0.0225,0.0225,0,0.0075
"4264","10334",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24849453,-75.6113215,0.0225,0.0225,0,0.0075
"4265","10335",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24883104,-75.60305194,0.0225,0.0225,0,0.0075
"4266","10336",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2504895,-75.60484781,0.0225,0.0225,0,0.0075
"4267","10337",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2508025,-75.59817748,0.0225,0.0225,0,0.0075
"4268","10338",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.25956,-75.614621,0.0225,0.0225,0,0.0075
"4269","10339",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.28197964,-75.55638824,0.0225,0.0225,0,0.0075
"4270","10340",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.29275035,-75.5818889,0.0225,0.0225,0,0.0075
"4271","10341",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.30879594,-75.5711914,0.0225,0.0225,0,0.0075
"4272","10354",Canalizacion tuberia en asfalto,0.4,MEDELLIN,6.23025521,-75.60700284,0.03,0.03,0,0.01
"4273","10355",Canalizacion tuberia en asfalto,0.4,MEDELLIN,6.23418443,-75.61064534,0.03,0.03,0,0.01
"4274","10356",Canalizacion tuberia en asfalto,0.4,MEDELLIN,6.246082,-75.585813,0.03,0.03,0,0.01
"4275","10357",Canalizacion tuberia en asfalto,0.4,MEDELLIN,6.24763889,-75.59323056,0.03,0.03,0,0.01
"4276","10362",Canalizacion tuberia en asfalto,0.5,MEDELLIN,6.24072419,-75.60172155,0.0375,0.0375,0,0.0125
"4277","10363",Canalizacion tuberia en asfalto,0.5,MEDELLIN,6.24644333,-75.59205599,0.0375,0.0375,0,0.0125
"4278","10370",Canalizacion tuberia en asfalto,0.6,MEDELLIN,6.22831696,-75.56038661,0.045,0.045,0,0.015
"4279","10371",Canalizacion tuberia en asfalto,0.6,MEDELLIN,6.23802123,-75.56153138,0.045,0.045,0,0.015
"4280","10372",Canalizacion tuberia en asfalto,0.6,MEDELLIN,6.25325719,-75.62577771,0.045,0.045,0,0.015
"4281","10383",Canalizacion tuberia en asfalto,0.7,MEDELLIN,6.24859594,-75.60075867,0.0525,0.0525,0,0.0174999999999999
"4282","10384",Canalizacion tuberia en asfalto,0.7,MEDELLIN,6.26039071,-75.60934886,0.0525,0.0525,0,0.0174999999999999
"4283","10389",Canalizacion tuberia en asfalto,0.8,MEDELLIN,6.25268118,-75.61838253,0.06,0.06,0,0.02
"4284","10394",Canalizacion tuberia en asfalto,1,ENVIGADO,6.1695832,-75.56539988,0.075,0.075,0,0.025
"4285","10396",Canalizacion tuberia en asfalto,1,MEDELLIN,6.22014243,-75.58341448,0.075,0.075,0,0.025
"4286","10398",Canalizacion tuberia en asfalto,1,MEDELLIN,6.22575607,-75.59292256,0.075,0.075,0,0.025
"4287","10399",Canalizacion tuberia en asfalto,1,MEDELLIN,6.22947948,-75.60687572,0.075,0.075,0,0.025
"4288","10400",Canalizacion tuberia en asfalto,1,MEDELLIN,6.23008863,-75.59532418,0.075,0.075,0,0.025
"4289","10401",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24397998,-75.62078523,0.075,0.075,0,0.025
"4290","10402",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24419817,-75.62044244,0.075,0.075,0,0.025
"4291","10403",Canalizacion tuberia en asfalto,1,MEDELLIN,6.25055228,-75.59639475,0.075,0.075,0,0.025
"4292","10404",Canalizacion tuberia en asfalto,1.1,MEDELLIN,6.22141589,-75.58211562,0.0825,0.0825,0,0.0275
"4293","10405",Canalizacion tuberia en asfalto,1.1,MEDELLIN,6.22877232,-75.59350196,0.0825,0.0825,0,0.0275
"4294","10406",Canalizacion tuberia en asfalto,1.2,MEDELLIN,6.24826908,-75.60206865,0.09,0.09,0,0.03
"4295","10407",Canalizacion tuberia en asfalto,1.2,MEDELLIN,6.24865024,-75.60965502,0.09,0.09,0,0.03
"4296","10409",Canalizacion tuberia en asfalto,1.3,MEDELLIN,6.22877232,-75.59350196,0.0975,0.0975,0,0.0325
"4297","10411",Canalizacion tuberia en asfalto,1.5,MEDELLIN,6.21282989,-75.57102573,0.1125,0.1125,0,0.0375
"4298","10412",Canalizacion tuberia en asfalto,1.5,MEDELLIN,6.22033769,-75.5945028,0.1125,0.1125,0,0.0375
"4299","10413",Canalizacion tuberia en asfalto,1.6,MEDELLIN,6.21795262,-75.59329645,0.12,0.12,0,0.04
"4300","10415",Canalizacion tuberia en asfalto,1.7,MEDELLIN,6.22576706,-75.59293893,0.1275,0.1275,0,0.0425
"4301","10417",Canalizacion tuberia en asfalto,2,MEDELLIN,6.22507048,-75.58720804,0.15,0.15,0,0.05
"4302","10420",Canalizacion tuberia en asfalto,2.3,MEDELLIN,6.21403604,-75.58384111,0.1725,0.1725,0,0.0574999999999999
"4303","10423",Canalizacion tuberia en asfalto,3.2,ENVIGADO,6.17250083,-75.56582681,0.24,0.24,0,0.08
"4304","10425",Canalizacion tuberia en asfalto,4,MEDELLIN,6.17601364,-75.54388817,0.3,0.3,0,0.1
"4305","10426",Canalizacion tuberia en asfalto,4.5,MEDELLIN,6.23587022,-75.60145611,0.3375,0.3375,0,0.1125
"4306","10427",Canalizacion tuberia en asfalto,0.1,MEDELLIN,6.24773822,-75.6151441,0.0075,0.0075,0,0.0025
"4307","10435",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.20577988,-75.58586294,0.015,0.015,0,0.005
"4308","10436",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.20594013,-75.58804225,0.015,0.015,0,0.005
"4309","10437",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22056739,-75.60792153,0.015,0.015,0,0.005
"4310","10452",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22373316,-75.60877795,0.015,0.015,0,0.005
"4311","10453",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22375617,-75.60206779,0.015,0.015,0,0.005
"4312","10455",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22553176,-75.59231231,0.015,0.015,0,0.005
"4313","10456",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.228326,-75.581514,0.015,0.015,0,0.005
"4314","10457",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.22949051,-75.60098535,0.015,0.015,0,0.005
"4315","10458",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.23404106,-75.55001241,0.015,0.015,0,0.005
"4316","10459",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.236662,-75.59325158,0.015,0.015,0,0.005
"4317","10460",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.24337057,-75.6098495,0.015,0.015,0,0.005
"4318","10461",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.244593,-75.581914,0.015,0.015,0,0.005
"4319","10462",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.247549,-75.599585,0.015,0.015,0,0.005
"4320","10463",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.249951,-75.642524,0.015,0.015,0,0.005
"4321","10464",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.250506,-75.643268,0.015,0.015,0,0.005
"4322","10465",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.25673687,-75.62042185,0.015,0.015,0,0.005
"4323","10466",Canalizacion tuberia en asfalto,0.2,MEDELLIN,6.25890044,-75.62860598,0.015,0.015,0,0.005
"4324","10512",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.19904737,-75.55761739,0.0225,0.0225,0,0.0075
"4325","10514",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.205944,-75.585825,0.0225,0.0225,0,0.0075
"4326","10515",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.205944,-75.585825,0.0225,0.0225,0,0.0075
"4327","10516",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.20631959,-75.58326748,0.0225,0.0225,0,0.0075
"4328","10517",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2064642,-75.58598879,0.0225,0.0225,0,0.0075
"4329","10518",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.20842675,-75.56575514,0.0225,0.0225,0,0.0075
"4330","10519",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.20886448,-75.58921249,0.0225,0.0225,0,0.0075
"4331","10520",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.20959975,-75.57169511,0.0225,0.0225,0,0.0075
"4332","10521",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.21103242,-75.58734179,0.0225,0.0225,0,0.0075
"4333","10523",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.21255385,-75.5953625,0.0225,0.0225,0,0.0075
"4334","10526",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.21446879,-75.57274891,0.0225,0.0225,0,0.0075
"4335","10527",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2150605,-75.601299,0.0225,0.0225,0,0.0075
"4336","10528",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22111273,-75.58295092,0.0225,0.0225,0,0.0075
"4337","10532",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.222244,-75.60939,0.0225,0.0225,0,0.0075
"4338","10543",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22370544,-75.58237696,0.0225,0.0225,0,0.0075
"4339","10544",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22374327,-75.59665832,0.0225,0.0225,0,0.0075
"4340","10545",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22384553,-75.6049703,0.0225,0.0225,0,0.0075
"4341","10546",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.223904,-75.596632,0.0225,0.0225,0,0.0075
"4342","10548",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22685275,-75.59228587,0.0225,0.0225,0,0.0075
"4343","10549",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.227097,-75.593006,0.0225,0.0225,0,0.0075
"4344","10550",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2273143,-75.59367421,0.0225,0.0225,0,0.0075
"4345","10551",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22763197,-75.59583444,0.0225,0.0225,0,0.0075
"4346","10552",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22803739,-75.58106844,0.0225,0.0225,0,0.0075
"4347","10553",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.22831519,-75.56023525,0.0225,0.0225,0,0.0075
"4348","10554",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23015144,-75.60559823,0.0225,0.0225,0,0.0075
"4349","10555",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23151674,-75.59878566,0.0225,0.0225,0,0.0075
"4350","10556",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23179986,-75.60811874,0.0225,0.0225,0,0.0075
"4351","10557",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23218882,-75.61309651,0.0225,0.0225,0,0.0075
"4352","10558",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23253627,-75.60772653,0.0225,0.0225,0,0.0075
"4353","10559",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.232567,-75.553654,0.0225,0.0225,0,0.0075
"4354","10561",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23390689,-75.58715183,0.0225,0.0225,0,0.0075
"4355","10562",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23529654,-75.59958785,0.0225,0.0225,0,0.0075
"4356","10563",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.235797,-75.558317,0.0225,0.0225,0,0.0075
"4357","10564",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23613436,-75.59842986,0.0225,0.0225,0,0.0075
"4358","10565",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23729465,-75.55891414,0.0225,0.0225,0,0.0075
"4359","10566",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.23788931,-75.60408906,0.0225,0.0225,0,0.0075
"4360","10567",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.239187,-75.563077,0.0225,0.0225,0,0.0075
"4361","10568",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.240469,-75.593299,0.0225,0.0225,0,0.0075
"4362","10569",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24066698,-75.59723346,0.0225,0.0225,0,0.0075
"4363","10570",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24071124,-75.59996178,0.0225,0.0225,0,0.0075
"4364","10571",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24162381,-75.60402234,0.0225,0.0225,0,0.0075
"4365","10572",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24276879,-75.60410259,0.0225,0.0225,0,0.0075
"4366","10573",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24399187,-75.61085296,0.0225,0.0225,0,0.0075
"4367","10574",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24436602,-75.60348969,0.0225,0.0225,0,0.0075
"4368","10575",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24467738,-75.58974553,0.0225,0.0225,0,0.0075
"4369","10576",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24480824,-75.61785693,0.0225,0.0225,0,0.0075
"4370","10577",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24522286,-75.59159348,0.0225,0.0225,0,0.0075
"4371","10578",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2455168,-75.60279825,0.0225,0.0225,0,0.0075
"4372","10579",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24552544,-75.60723707,0.0225,0.0225,0,0.0075
"4373","10580",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24579631,-75.60449705,0.0225,0.0225,0,0.0075
"4374","10581",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.2464081,-75.59092319,0.0225,0.0225,0,0.0075
"4375","10582",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24703582,-75.6031728,0.0225,0.0225,0,0.0075
"4376","10583",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.24727298,-75.61534141,0.0225,0.0225,0,0.0075
"4377","10584",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.25009047,-75.63638076,0.0225,0.0225,0,0.0075
"4378","10585",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.25060727,-75.63733726,0.0225,0.0225,0,0.0075
"4379","10586",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.25062923,-75.63697657,0.0225,0.0225,0,0.0075
"4380","10587",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.250824,-75.639553,0.0225,0.0225,0,0.0075
"4381","10588",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.250898,-75.639489,0.0225,0.0225,0,0.0075
"4382","10589",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.251021,-75.62703,0.0225,0.0225,0,0.0075
"4383","10590",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.25142322,-75.61916117,0.0225,0.0225,0,0.0075
"4384","10591",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.25169452,-75.60159759,0.0225,0.0225,0,0.0075
"4385","10592",Canalizacion tuberia en asfalto,0.3,MEDELLIN,6.25288905,-75.62700277,0.0225,0.0225,0,0.0075
