fid,ID,DescripcionItem,CantidadItem,Municipio,Latitud (Y),Longitud (X),tierras,base,concreto,PvF
"2429","6661",Canalizacion tuberia en concreto,3,MEDELLIN,6.28799925,-75.540156,0.225,0.15,0.15,0
"2430","6662",Canalizacion tuberia en concreto,3,MEDELLIN,6.288478,-75.5384001,0.225,0.15,0.15,0
"2431","6663",Canalizacion tuberia en concreto,3,MEDELLIN,6.28866963,-75.53848032,0.225,0.15,0.15,0
"2432","6664",Canalizacion tuberia en concreto,3,MEDELLIN,6.28899507,-75.53852109,0.225,0.15,0.15,0
"2433","6665",Canalizacion tuberia en concreto,3,MEDELLIN,6.28939347,-75.53921641,0.225,0.15,0.15,0
"2434","6666",Canalizacion tuberia en concreto,3,MEDELLIN,6.28945365,-75.5391879,0.225,0.15,0.15,0
"2435","6667",Canalizacion tuberia en concreto,3,MEDELLIN,6.290317,-75.537652,0.225,0.15,0.15,0
"2436","6668",Canalizacion tuberia en concreto,3,MEDELLIN,6.2903201,-75.53788004,0.225,0.15,0.15,0
"2437","6669",Canalizacion tuberia en concreto,3,MEDELLIN,6.29047237,-75.53830542,0.225,0.15,0.15,0
"2438","6670",Canalizacion tuberia en concreto,3,MEDELLIN,6.29060624,-75.59534751,0.225,0.15,0.15,0
"2439","6671",Canalizacion tuberia en concreto,3,MEDELLIN,6.2907253,-75.53807113,0.225,0.15,0.15,0
"2440","6672",Canalizacion tuberia en concreto,3,MEDELLIN,6.29073301,-75.53794607,0.225,0.15,0.15,0
"2441","6673",Canalizacion tuberia en concreto,3,MEDELLIN,6.29254334,-75.56069738,0.225,0.15,0.15,0
"2442","6674",Canalizacion tuberia en concreto,3,MEDELLIN,6.29586207,-75.55544509,0.225,0.15,0.15,0
"2443","6675",Canalizacion tuberia en concreto,3,MEDELLIN,6.296017,-75.542554,0.225,0.15,0.15,0
"2444","6676",Canalizacion tuberia en concreto,3,MEDELLIN,6.298136,-75.54736,0.225,0.15,0.15,0
"2445","6677",Canalizacion tuberia en concreto,3,MEDELLIN,6.29896,-75.54831,0.225,0.15,0.15,0
"2446","6678",Canalizacion tuberia en concreto,3,MEDELLIN,6.29935568,-75.55520307,0.225,0.15,0.15,0
"2447","6679",Canalizacion tuberia en concreto,3,MEDELLIN,6.30306332,-75.55297994,0.225,0.15,0.15,0
"2448","6680",Canalizacion tuberia en concreto,3,MEDELLIN,6.30381946,-75.57908986,0.225,0.15,0.15,0
"2449","6681",Canalizacion tuberia en concreto,3,MEDELLIN,6.31055182,-75.57236016,0.225,0.15,0.15,0
"2450","6683",Canalizacion tuberia en concreto,3.1,BELLO,6.34516978,-75.54443367,0.2325,0.155,0.155,0
"2451","6691",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.22435954,-75.58521352,0.2325,0.155,0.155,0
"2452","6693",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.23405581,-75.55354425,0.2325,0.155,0.155,0
"2453","6694",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.243165,-75.621213,0.2325,0.155,0.155,0
"2454","6695",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.25219669,-75.56015737,0.2325,0.155,0.155,0
"2455","6696",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.25268118,-75.61838253,0.2325,0.155,0.155,0
"2456","6697",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28725923,-75.53736398,0.2325,0.155,0.155,0
"2457","6698",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28769686,-75.53926705,0.2325,0.155,0.155,0
"2458","6699",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.287787,-75.539703,0.2325,0.155,0.155,0
"2459","6700",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28796541,-75.54013337,0.2325,0.155,0.155,0
"2460","6701",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28838174,-75.53984639,0.2325,0.155,0.155,0
"2461","6702",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28866963,-75.53848032,0.2325,0.155,0.155,0
"2462","6703",Canalizacion tuberia en concreto,3.1,MEDELLIN,6.28874002,-75.53854904,0.2325,0.155,0.155,0
"2463","6705",Canalizacion tuberia en concreto,3.2,BELLO,6.31281531,-75.56366333,0.24,0.16,0.16,0
"2464","6715",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.22799,-75.5604001,0.24,0.16,0.16,0
"2465","6716",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.23108931,-75.54357042,0.24,0.16,0.16,0
"2466","6717",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.23759474,-75.56773801,0.24,0.16,0.16,0
"2467","6718",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.246082,-75.585813,0.24,0.16,0.16,0
"2468","6719",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.25307458,-75.55703325,0.24,0.16,0.16,0
"2469","6720",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.255216,-75.559883,0.24,0.16,0.16,0
"2470","6721",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.277321,-75.563374,0.24,0.16,0.16,0
"2471","6722",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.27860833,-75.56489732,0.24,0.16,0.16,0
"2472","6723",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.27879252,-75.63961171,0.24,0.16,0.16,0
"2473","6724",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28628857,-75.53736381,0.24,0.16,0.16,0
"2474","6725",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28635216,-75.53825966,0.24,0.16,0.16,0
"2475","6726",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28770712,-75.53965581,0.24,0.16,0.16,0
"2476","6727",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28857624,-75.53843456,0.24,0.16,0.16,0
"2477","6728",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.28935902,-75.59594201,0.24,0.16,0.16,0
"2478","6729",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.29257924,-75.56172241,0.24,0.16,0.16,0
"2479","6730",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.29466,-75.557329,0.24,0.16,0.16,0
"2480","6731",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.296297,-75.547063,0.24,0.16,0.16,0
"2481","6732",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.29900616,-75.54578662,0.24,0.16,0.16,0
"2482","6733",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.30460732,-75.55302557,0.24,0.16,0.16,0
"2483","6734",Canalizacion tuberia en concreto,3.2,MEDELLIN,6.30518666,-75.56597165,0.24,0.16,0.16,0
"2484","6744",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.23562539,-75.59582957,0.2475,0.165,0.165,0
"2485","6745",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.26949566,-75.54368874,0.2475,0.165,0.165,0
"2486","6746",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.27544467,-75.5623241,0.2475,0.165,0.165,0
"2487","6747",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.286276,-75.53801918,0.2475,0.165,0.165,0
"2488","6748",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.28710658,-75.53808455,0.2475,0.165,0.165,0
"2489","6749",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.28745878,-75.53811937,0.2475,0.165,0.165,0
"2490","6750",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.28843417,-75.538436,0.2475,0.165,0.165,0
"2491","6751",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.289217,-75.539011,0.2475,0.165,0.165,0
"2492","6752",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.29065862,-75.55501363,0.2475,0.165,0.165,0
"2493","6753",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.305928,-75.563499,0.2475,0.165,0.165,0
"2494","6754",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.30722,-75.572321,0.2475,0.165,0.165,0
"2495","6755",Canalizacion tuberia en concreto,3.3,MEDELLIN,6.30938351,-75.57534951,0.2475,0.165,0.165,0
"2496","6757",Canalizacion tuberia en concreto,3.4,BELLO,6.3489745,-75.54992449,0.255,0.17,0.17,0
"2497","6764",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.23427479,-75.52621044,0.255,0.17,0.17,0
"2498","6765",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.246941,-75.548937,0.255,0.17,0.17,0
"2499","6766",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.24859594,-75.60075867,0.255,0.17,0.17,0
"2500","6767",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.25005101,-75.63086145,0.255,0.17,0.17,0
"2501","6768",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.25789413,-75.62499615,0.255,0.17,0.17,0
"2502","6769",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.259317,-75.620454,0.255,0.17,0.17,0
"2503","6770",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.26114725,-75.55885922,0.255,0.17,0.17,0
"2504","6771",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.273698,-75.625507,0.255,0.17,0.17,0
"2505","6772",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.27395435,-75.56474953,0.255,0.17,0.17,0
"2506","6773",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.27967085,-75.5444736,0.255,0.17,0.17,0
"2507","6774",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.282869,-75.566052,0.255,0.17,0.17,0
"2508","6775",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.282909,-75.566088,0.255,0.17,0.17,0
"2509","6776",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.28718178,-75.53927817,0.255,0.17,0.17,0
"2510","6777",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.28937591,-75.53934127,0.255,0.17,0.17,0
"2511","6778",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.29053525,-75.53857119,0.255,0.17,0.17,0
"2512","6779",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.29065395,-75.555455,0.255,0.17,0.17,0
"2513","6780",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.299639,-75.57709,0.255,0.17,0.17,0
"2514","6781",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.30365277,-75.54790609,0.255,0.17,0.17,0
"2515","6782",Canalizacion tuberia en concreto,3.4,MEDELLIN,6.30440833,-75.57337202,0.255,0.17,0.17,0
"2516","6784",Canalizacion tuberia en concreto,3.5,BELLO,6.350078,-75.553785,0.2625,0.175,0.175,0
"2517","6790",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.20955317,-75.5702899,0.2625,0.175,0.175,0
"2518","6791",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.21375776,-75.58606015,0.2625,0.175,0.175,0
"2519","6792",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22014243,-75.58341448,0.2625,0.175,0.175,0
"2520","6793",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22016247,-75.58173582,0.2625,0.175,0.175,0
"2521","6794",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22141589,-75.58211562,0.2625,0.175,0.175,0
"2522","6796",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22309814,-75.5835739,0.2625,0.175,0.175,0
"2523","6797",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22311663,-75.58363148,0.2625,0.175,0.175,0
"2524","6798",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.22401936,-75.58231827,0.2625,0.175,0.175,0
"2525","6799",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.233354,-75.542809,0.2625,0.175,0.175,0
"2526","6800",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.2482821,-75.57317042,0.2625,0.175,0.175,0
"2527","6801",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.24936418,-75.57283706,0.2625,0.175,0.175,0
"2528","6802",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.25219747,-75.61981066,0.2625,0.175,0.175,0
"2529","6803",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.25460884,-75.6023188,0.2625,0.175,0.175,0
"2530","6804",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.267396,-75.62802,0.2625,0.175,0.175,0
"2531","6805",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.273671,-75.544223,0.2625,0.175,0.175,0
"2532","6806",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.28048249,-75.59809843,0.2625,0.175,0.175,0
"2533","6807",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.28273782,-75.54750748,0.2625,0.175,0.175,0
"2534","6808",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.28680506,-75.53763832,0.2625,0.175,0.175,0
"2535","6809",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.28702015,-75.53883264,0.2625,0.175,0.175,0
"2536","6810",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.288478,-75.5384001,0.2625,0.175,0.175,0
"2537","6811",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.2891967,-75.58537719,0.2625,0.175,0.175,0
"2538","6812",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.29130606,-75.56057446,0.2625,0.175,0.175,0
"2539","6813",Canalizacion tuberia en concreto,3.5,MEDELLIN,6.29738744,-75.54965683,0.2625,0.175,0.175,0
"2540","6816",Canalizacion tuberia en concreto,3.6,BELLO,6.32683163,-75.54294017,0.27,0.18,0.18,0
"2541","6817",Canalizacion tuberia en concreto,3.6,BELLO,6.32769,-75.54371,0.27,0.18,0.18,0
"2542","6824",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.22730242,-75.59768699,0.27,0.18,0.18,0
"2543","6825",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.23157367,-75.5582612,0.27,0.18,0.18,0
"2544","6826",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.23735382,-75.5559852,0.27,0.18,0.18,0
"2545","6827",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.24419798,-75.54844707,0.27,0.18,0.18,0
"2546","6828",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.25797245,-75.59882096,0.27,0.18,0.18,0
"2547","6829",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.27128154,-75.54632352,0.27,0.18,0.18,0
"2548","6830",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.27265517,-75.60902403,0.27,0.18,0.18,0
"2549","6831",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.28056507,-75.5984618,0.27,0.18,0.18,0
"2550","6832",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.29513684,-75.549881,0.27,0.18,0.18,0
"2551","6833",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.296237,-75.555042,0.27,0.18,0.18,0
"2552","6834",Canalizacion tuberia en concreto,3.6,MEDELLIN,6.296905,-75.556322,0.27,0.18,0.18,0
"2553","6835",Canalizacion tuberia en concreto,3.68,BELLO,6.342579,-75.560701,0.276,0.184,0.184,0
"2554","6836",Canalizacion tuberia en concreto,3.7,BELLO,6.34455308,-75.55012321,0.2775,0.185,0.185,0
"2555","6840",Canalizacion tuberia en concreto,3.7,MEDELLIN,6.22186987,-75.58777213,0.2775,0.185,0.185,0
"2556","6842",Canalizacion tuberia en concreto,3.7,MEDELLIN,6.23658344,-75.53997103,0.2775,0.185,0.185,0
"2557","6843",Canalizacion tuberia en concreto,3.7,MEDELLIN,6.25534915,-75.59691423,0.2775,0.185,0.185,0
"2558","6844",Canalizacion tuberia en concreto,3.7,MEDELLIN,6.27633,-75.56247,0.2775,0.185,0.185,0
"2559","6845",Canalizacion tuberia en concreto,3.7,MEDELLIN,6.27731278,-75.54832235,0.2775,0.185,0.185,0
"2560","6846",Canalizacion tuberia en concreto,3.7,MEDELLIN,6.28717159,-75.53925914,0.2775,0.185,0.185,0
"2561","6847",Canalizacion tuberia en concreto,3.7,MEDELLIN,6.28835437,-75.5394839,0.2775,0.185,0.185,0
"2562","6848",Canalizacion tuberia en concreto,3.7,MEDELLIN,6.30604857,-75.58147914,0.2775,0.185,0.185,0
"2563","6849",Canalizacion tuberia en concreto,3.8,BELLO,6.327413,-75.543616,0.285,0.19,0.19,0
"2564","6850",Canalizacion tuberia en concreto,3.8,BELLO,6.35147771,-75.56021631,0.285,0.19,0.19,0
"2565","6851",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.21795262,-75.59329645,0.285,0.19,0.19,0
"2566","6853",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.22765265,-75.59615247,0.285,0.19,0.19,0
"2567","6854",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.230512,-75.543764,0.285,0.19,0.19,0
"2568","6855",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.23726311,-75.56234105,0.285,0.19,0.19,0
"2569","6856",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.2591681,-75.60352476,0.285,0.19,0.19,0
"2570","6857",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.271084,-75.633987,0.285,0.19,0.19,0
"2571","6858",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.27384863,-75.60550578,0.285,0.19,0.19,0
"2572","6859",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.28824396,-75.54018425,0.285,0.19,0.19,0
"2573","6860",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.28917511,-75.53850677,0.285,0.19,0.19,0
"2574","6861",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.28942658,-75.53953512,0.285,0.19,0.19,0
"2575","6862",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.29392765,-75.58204796,0.285,0.19,0.19,0
"2576","6863",Canalizacion tuberia en concreto,3.8,MEDELLIN,6.310665,-75.561033,0.285,0.19,0.19,0
"2577","6869",Canalizacion tuberia en concreto,3.9,MEDELLIN,6.2844001,-75.56421,0.2925,0.195,0.195,0
"2578","6870",Canalizacion tuberia en concreto,3.9,MEDELLIN,6.28714999,-75.53727715,0.2925,0.195,0.195,0
"2579","6871",Canalizacion tuberia en concreto,3.9,MEDELLIN,6.28724532,-75.53738075,0.2925,0.195,0.195,0
"2580","6872",Canalizacion tuberia en concreto,3.9,MEDELLIN,6.28772709,-75.53908538,0.2925,0.195,0.195,0
"2581","6873",Canalizacion tuberia en concreto,3.9,MEDELLIN,6.28979413,-75.53822994,0.2925,0.195,0.195,0
"2582","6874",Canalizacion tuberia en concreto,3.9,MEDELLIN,6.2899,-75.53838,0.2925,0.195,0.195,0
"2583","6875",Canalizacion tuberia en concreto,3.9,MEDELLIN,6.30459806,-75.55928684,0.2925,0.195,0.195,0
"2584","6877",Canalizacion tuberia en concreto,4,BELLO,6.32675489,-75.54302916,0.3,0.2,0.2,0
"2585","6878",Canalizacion tuberia en concreto,4,COPACABANA,6.34409947,-75.51815473,0.3,0.2,0.2,0
"2586","6884",Canalizacion tuberia en concreto,4,MEDELLIN,6.23516929,-75.53446929,0.3,0.2,0.2,0
"2587","6885",Canalizacion tuberia en concreto,4,MEDELLIN,6.23872867,-75.59970358,0.3,0.2,0.2,0
"2588","6886",Canalizacion tuberia en concreto,4,MEDELLIN,6.24849453,-75.6113215,0.3,0.2,0.2,0
"2589","6887",Canalizacion tuberia en concreto,4,MEDELLIN,6.25819622,-75.55488336,0.3,0.2,0.2,0
"2590","6888",Canalizacion tuberia en concreto,4,MEDELLIN,6.2647298,-75.56071739,0.3,0.2,0.2,0
"2591","6889",Canalizacion tuberia en concreto,4,MEDELLIN,6.26626157,-75.59626279,0.3,0.2,0.2,0
"2592","6890",Canalizacion tuberia en concreto,4,MEDELLIN,6.26818719,-75.55291279,0.3,0.2,0.2,0
"2593","6891",Canalizacion tuberia en concreto,4,MEDELLIN,6.26919633,-75.54525859,0.3,0.2,0.2,0
"2594","6892",Canalizacion tuberia en concreto,4,MEDELLIN,6.26999318,-75.5515053,0.3,0.2,0.2,0
"2595","6893",Canalizacion tuberia en concreto,4,MEDELLIN,6.27281676,-75.55471952,0.3,0.2,0.2,0
"2596","6894",Canalizacion tuberia en concreto,4,MEDELLIN,6.273806,-75.62721,0.3,0.2,0.2,0
"2597","6895",Canalizacion tuberia en concreto,4,MEDELLIN,6.27487356,-75.60510885,0.3,0.2,0.2,0
"2598","6896",Canalizacion tuberia en concreto,4,MEDELLIN,6.27487356,-75.60510885,0.3,0.2,0.2,0
"2599","6897",Canalizacion tuberia en concreto,4,MEDELLIN,6.275267,-75.604894,0.3,0.2,0.2,0
"2600","6898",Canalizacion tuberia en concreto,4,MEDELLIN,6.278469,-75.551733,0.3,0.2,0.2,0
"2601","6899",Canalizacion tuberia en concreto,4,MEDELLIN,6.27860496,-75.63808994,0.3,0.2,0.2,0
"2602","6900",Canalizacion tuberia en concreto,4,MEDELLIN,6.28210012,-75.5589075,0.3,0.2,0.2,0
"2603","6901",Canalizacion tuberia en concreto,4,MEDELLIN,6.282834,-75.577074,0.3,0.2,0.2,0
"2604","6902",Canalizacion tuberia en concreto,4,MEDELLIN,6.2842835,-75.54416744,0.3,0.2,0.2,0
"2605","6903",Canalizacion tuberia en concreto,4,MEDELLIN,6.28628857,-75.53736381,0.3,0.2,0.2,0
"2606","6904",Canalizacion tuberia en concreto,4,MEDELLIN,6.28660573,-75.53729834,0.3,0.2,0.2,0
"2607","6905",Canalizacion tuberia en concreto,4,MEDELLIN,6.28724532,-75.53738075,0.3,0.2,0.2,0
"2608","6906",Canalizacion tuberia en concreto,4,MEDELLIN,6.28745878,-75.53811937,0.3,0.2,0.2,0
"2609","6907",Canalizacion tuberia en concreto,4,MEDELLIN,6.288019,-75.539014,0.3,0.2,0.2,0
"2610","6908",Canalizacion tuberia en concreto,4,MEDELLIN,6.288453,-75.538702,0.3,0.2,0.2,0
"2611","6909",Canalizacion tuberia en concreto,4,MEDELLIN,6.28859811,-75.54304391,0.3,0.2,0.2,0
"2612","6910",Canalizacion tuberia en concreto,4,MEDELLIN,6.289512,-75.539027,0.3,0.2,0.2,0
"2613","6911",Canalizacion tuberia en concreto,4,MEDELLIN,6.29008577,-75.53833103,0.3,0.2,0.2,0
"2614","6912",Canalizacion tuberia en concreto,4,MEDELLIN,6.2925251,-75.56070399,0.3,0.2,0.2,0
"2615","6913",Canalizacion tuberia en concreto,4,MEDELLIN,6.293308,-75.593551,0.3,0.2,0.2,0
"2616","6914",Canalizacion tuberia en concreto,4,MEDELLIN,6.29499488,-75.58280575,0.3,0.2,0.2,0
"2617","6915",Canalizacion tuberia en concreto,4,MEDELLIN,6.29657705,-75.57602442,0.3,0.2,0.2,0
"2618","6916",Canalizacion tuberia en concreto,4,MEDELLIN,6.29763,-75.556378,0.3,0.2,0.2,0
"2619","6917",Canalizacion tuberia en concreto,4,MEDELLIN,6.29809684,-75.55299601,0.3,0.2,0.2,0
"2620","6918",Canalizacion tuberia en concreto,4,MEDELLIN,6.30152972,-75.5520133,0.3,0.2,0.2,0
"2621","6919",Canalizacion tuberia en concreto,4.1,BELLO,6.34509674,-75.55452209,0.3075,0.205,0.205,0
"2622","6922",Canalizacion tuberia en concreto,4.1,MEDELLIN,6.23353463,-75.53525481,0.3075,0.205,0.205,0
"2623","6923",Canalizacion tuberia en concreto,4.1,MEDELLIN,6.23470496,-75.52758872,0.3075,0.205,0.205,0
"2624","6924",Canalizacion tuberia en concreto,4.1,MEDELLIN,6.26316815,-75.55158129,0.3075,0.205,0.205,0
"2625","6925",Canalizacion tuberia en concreto,4.1,MEDELLIN,6.28765485,-75.53813802,0.3075,0.205,0.205,0
"2626","6926",Canalizacion tuberia en concreto,4.1,MEDELLIN,6.3076495,-75.58271499,0.3075,0.205,0.205,0
"2627","6927",Canalizacion tuberia en concreto,4.2,COPACABANA,6.33435577,-75.53345506,0.315,0.21,0.21,0
"2628","6928",Canalizacion tuberia en concreto,4.2,COPACABANA,6.35017266,-75.51228421,0.315,0.21,0.21,0
"2629","6931",Canalizacion tuberia en concreto,4.2,MEDELLIN,6.24644333,-75.59205599,0.315,0.21,0.21,0
"2630","6932",Canalizacion tuberia en concreto,4.2,MEDELLIN,6.24781492,-75.62594396,0.315,0.21,0.21,0
"2631","6933",Canalizacion tuberia en concreto,4.2,MEDELLIN,6.266254,-75.551608,0.315,0.21,0.21,0
"2632","6934",Canalizacion tuberia en concreto,4.2,MEDELLIN,6.27319478,-75.55677257,0.315,0.21,0.21,0
"2633","6936",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.23224637,-75.5581423,0.3225,0.215,0.215,0
"2634","6937",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.23380231,-75.56316996,0.3225,0.215,0.215,0
"2635","6938",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.25640404,-75.55564257,0.3225,0.215,0.215,0
"2636","6939",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.27660331,-75.56293703,0.3225,0.215,0.215,0
"2637","6940",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.277503,-75.562961,0.3225,0.215,0.215,0
"2638","6941",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.27976132,-75.64133496,0.3225,0.215,0.215,0
"2639","6942",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.28392379,-75.54993627,0.3225,0.215,0.215,0
"2640","6943",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.28678942,-75.53759144,0.3225,0.215,0.215,0
"2641","6944",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.28679678,-75.53831319,0.3225,0.215,0.215,0
"2642","6945",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.28895844,-75.58995284,0.3225,0.215,0.215,0
"2643","6946",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.28905484,-75.53893904,0.3225,0.215,0.215,0
"2644","6947",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.28954391,-75.53914514,0.3225,0.215,0.215,0
"2645","6948",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.29527715,-75.58573633,0.3225,0.215,0.215,0
"2646","6949",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.30109359,-75.5726013,0.3225,0.215,0.215,0
"2647","6950",Canalizacion tuberia en concreto,4.3,MEDELLIN,6.3051567,-75.57093036,0.3225,0.215,0.215,0
"2648","6951",Canalizacion tuberia en concreto,4.4,BELLO,6.32803975,-75.53907763,0.33,0.22,0.22,0
"2649","6952",Canalizacion tuberia en concreto,4.4,BELLO,6.33165587,-75.53744038,0.33,0.22,0.22,0
"2650","6953",Canalizacion tuberia en concreto,4.4,BELLO,6.360654,-75.572481,0.33,0.22,0.22,0
"2651","6957",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.20756,-75.586063,0.33,0.22,0.22,0
"2652","6958",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.232486,-75.540131,0.33,0.22,0.22,0
"2653","6959",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.26073618,-75.62082783,0.33,0.22,0.22,0
"2654","6960",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.27497,-75.554665,0.33,0.22,0.22,0
"2655","6961",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.27807525,-75.62714723,0.33,0.22,0.22,0
"2656","6962",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.28287096,-75.60369361,0.33,0.22,0.22,0
"2657","6963",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.286278,-75.641875,0.33,0.22,0.22,0
"2658","6964",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.28655025,-75.53804154,0.33,0.22,0.22,0
"2659","6965",Canalizacion tuberia en concreto,4.4,MEDELLIN,6.28678861,-75.53846832,0.33,0.22,0.22,0
