fid,ID,DescripcionItem,CantidadItem,Municipio,Latitud (Y),Longitud (X),tierras,base,concreto,PvF
"899","1117",Canalizacion tuberia en zona verde,15.3,BELLO,6.32747004,-75.54460935,2.295,0,0,0
"900","1118",Canalizacion tuberia en zona verde,16,COPACABANA,6.3866001,-75.48383,2.4,0,0,0
"901","1119",Canalizacion tuberia en zona verde,16.4,BELLO,6.33152257,-75.55674212,2.46,0,0,0
"902","1120",Canalizacion tuberia en zona verde,18.12,MEDELLIN,6.28649989,-75.58989088,2.718,0,0,0
"903","1121",Canalizacion tuberia en zona verde,19,MEDELLIN,6.28834762,-75.53991579,2.85,0,0,0
"904","1123",Canalizacion tuberia en zona verde,21,COPACABANA,6.386451,-75.483912,3.15,0,0,0
"905","1125",Canalizacion tuberia en zona verde,0.3,EL RETIRO,6.08129917,-75.50041867,0.045,0,0,0
"906","1137",Canalizacion tuberia en zona verde,0.5,LA CEJA,6.03668271,-75.42814688,0.075,0,0,0
"907","1138",Canalizacion tuberia en zona verde,0.5,EL RETIRO,6.05655158,-75.5070151,0.075,0,0,0
"908","1151",Canalizacion tuberia en zona verde,0.8,EL RETIRO,6.05610471,-75.50416003,0.12,0,0,0
"909","1159",Canalizacion tuberia en zona verde,1,GUARNE,6.26156976,-75.43954563,0.15,0,0,0
"910","1163",Canalizacion tuberia en zona verde,1,LA CEJA,6.02418982,-75.43770884,0.15,0,0,0
"911","1164",Canalizacion tuberia en zona verde,1,LA CEJA,6.03037246,-75.43253866,0.15,0,0,0
"912","1170",Canalizacion tuberia en zona verde,1.1,LA CEJA,6.02335658,-75.42104535,0.165,0,0,0
"913","1175",Canalizacion tuberia en zona verde,1.4,LA CEJA,6.02844412,-75.43506028,0.21,0,0,0
"914","1176",Canalizacion tuberia en zona verde,1.4,EL RETIRO,6.07593001,-75.493623,0.21,0,0,0
"915","1177",Canalizacion tuberia en zona verde,1.4,EL RETIRO,6.13372368,-75.53182561,0.21,0,0,0
"916","1186",Canalizacion tuberia en zona verde,1.6,EL RETIRO,6.07783283,-75.49626283,0.24,0,0,0
"917","1188",Canalizacion tuberia en zona verde,1.7,LA CEJA,6.02437849,-75.43708971,0.255,0,0,0
"918","1193",Canalizacion tuberia en zona verde,1.8,LA CEJA,6.0205351,-75.42900945,0.27,0,0,0
"919","1198",Canalizacion tuberia en zona verde,2,LA CEJA,6.02541337,-75.42586337,0.3,0,0,0
"920","1199",Canalizacion tuberia en zona verde,2,LA CEJA,6.02610018,-75.43684692,0.3,0,0,0
"921","1225",Canalizacion tuberia en zona verde,3.3,EL RETIRO,6.05586098,-75.50764389,0.495,0,0,0
"922","1230",Canalizacion tuberia en zona verde,3.7,EL RETIRO,6.05591494,-75.50779051,0.555,0,0,0
"923","1235",Canalizacion tuberia en zona verde,4.3,ENVIGADO,6.14192083,-75.52597275,0.645,0,0,0
"924","1241",Canalizacion tuberia en zona verde,4.8,LA CEJA,6.01995125,-75.4425661,0.72,0,0,0
"925","1245",Canalizacion tuberia en zona verde,5,LA CEJA,6.02285951,-75.43332996,0.75,0,0,0
"926","1246",Canalizacion tuberia en zona verde,5,EL RETIRO,6.05871422,-75.50457475,0.75,0,0,0
"927","1247",Canalizacion tuberia en zona verde,5.2,GUARNE,6.23237199,-75.41763832,0.78,0,0,0
"928","1252",Canalizacion tuberia en zona verde,6,LA CEJA,6.02067712,-75.44034927,0.9,0,0,0
"929","1253",Canalizacion tuberia en zona verde,6,EL RETIRO,6.061909,-75.503789,0.9,0,0,0
"930","1254",Canalizacion tuberia en zona verde,6.5,GUARNE,6.22548719,-75.40978747,0.975,0,0,0
"931","1257",Canalizacion tuberia en zona verde,7,GUARNE,6.225673,-75.405843,1.05,0,0,0
"932","1272",Canalizacion tuberia en zona verde,15,LA CEJA,6.023858,-75.439798,2.25,0,0,0
"933","1273",Canalizacion tuberia en zona verde,0.6,LA CEJA,6.01968098,-75.44191823,0.09,0,0,0
"934","1275",Canalizacion tuberia en zona verde,1.8,LA CEJA,6.02088803,-75.4430675,0.27,0,0,0
"935","1276",Canalizacion tuberia en zona verde,2,EL RETIRO,6.07616283,-75.49591833,0.3,0,0,0
"936","1277",Canalizacion tuberia en zona verde,2.5,LA CEJA,5.99252484300007,-75.430869348,0.375,0,0,0
"937","1278",Canalizacion tuberia en zona verde,2.5,LA CEJA,6.01394517,-75.43584683,0.375,0,0,0
"938","1280",Canalizacion tuberia en zona verde,3.4,EL RETIRO,6.07639441,-75.49440554,0.51,0,0,0
"939","1284",Canalizacion tuberia en zona verde,6,GUARNE,6.22683267,-75.40626083,0.9,0,0,0
"940","1288",Canalizacion tuberia en zona verde,15,LA CEJA,6.01977181,-75.44225886,2.25,0,0,0
"941","1294",Canalizacion tuberia en zona verde,0.3,SAN PEDRO DE LOS MILAGROS,6.457163,-75.558691,0.045,0,0,0
"942","1295",Canalizacion tuberia en zona verde,0.3,SAN PEDRO DE LOS MILAGROS,6.465901,-75.556831,0.045,0,0,0
"943","1302",Canalizacion tuberia en zona verde,0.4,SAN PEDRO DE LOS MILAGROS,6.458643,-75.553994,0.06,0,0,0
"944","1316",Canalizacion tuberia en zona verde,0.7,SAN PEDRO DE LOS MILAGROS,6.45871,-75.554122,0.105,0,0,0
"945","1327",Canalizacion tuberia en zona verde,1,SAN PEDRO DE LOS MILAGROS,6.44487668,-75.55681405,0.15,0,0,0
"946","1335",Canalizacion tuberia en zona verde,1.3,SAN PEDRO DE LOS MILAGROS,6.458222,-75.554252,0.195,0,0,0
"947","1341",Canalizacion tuberia en zona verde,1.5,SAN PEDRO DE LOS MILAGROS,6.43059133,-75.52818954,0.225,0,0,0
"948","1342",Canalizacion tuberia en zona verde,1.5,SAN PEDRO DE LOS MILAGROS,6.45822192,-75.5542518,0.225,0,0,0
"949","1343",Canalizacion tuberia en zona verde,1.5,SAN PEDRO DE LOS MILAGROS,6.458236,-75.554271,0.225,0,0,0
"950","1354",Canalizacion tuberia en zona verde,2.3,SAN PEDRO DE LOS MILAGROS,6.458632,-75.554043,0.345,0,0,0
"951","1358",Canalizacion tuberia en zona verde,2.6,SAN PEDRO DE LOS MILAGROS,6.384764,-75.623421,0.39,0,0,0
"952","1389",Canalizacion tuberia en zona verde,0.5,GUARNE,6.25948171,-75.43868402,0.075,0,0,0
"953","1395",Canalizacion tuberia en zona verde,0.6,EL RETIRO,6.06191299,-75.50232591,0.09,0,0,0
"954","1404",Canalizacion tuberia en zona verde,1,LA CEJA,6.0252716,-75.43236905,0.15,0,0,0
"955","1405",Canalizacion tuberia en zona verde,1,LA CEJA,6.03562995,-75.42160506,0.15,0,0,0
"956","1424",Canalizacion tuberia en zona verde,1.4,LA CEJA,6.02453313,-75.43758655,0.21,0,0,0
"957","1425",Canalizacion tuberia en zona verde,1.4,LA CEJA,6.02987374,-75.4313288,0.21,0,0,0
"958","1437",Canalizacion tuberia en zona verde,2,LA CEJA,6.01968517,-75.44223733,0.3,0,0,0
"959","1439",Canalizacion tuberia en zona verde,2,EL RETIRO,6.133495,-75.531791,0.3,0,0,0
"960","1451",Canalizacion tuberia en zona verde,2.5,GUARNE,6.25913088,-75.43969622,0.375,0,0,0
"961","1471",Canalizacion tuberia en zona verde,6.5,LA CEJA,6.01996159,-75.430616,0.975,0,0,0
"962","1472",Canalizacion tuberia en zona verde,7,EL RETIRO,6.06463727,-75.49914898,1.05,0,0,0
"963","1475",Canalizacion tuberia en zona verde,7.5,LA CEJA,6.01980783,-75.44085356,1.125,0,0,0
"964","1558",Canalizacion tuberia en zona verde,1.8,SAN PEDRO DE LOS MILAGROS,6.458769,-75.553777,0.27,0,0,0
"965","1597",Canalizacion tuberia en zona verde,4.3,SAN PEDRO DE LOS MILAGROS,6.45401294,-75.56080857,0.645,0,0,0
"966","3611",Canalizacion tuberia en destapado,5,NECOCLI,5.970717,-75.486965,0.375,0.5,0,0
"967","3736",Canalizacion tuberia en zona verde,1,BELLO,6.31096615,-75.58478246,0.15,0,0,0
"968","3737",Canalizacion tuberia en zona verde,1,ENVIGADO,6.15439383,-75.54297233,0.15,0,0,0
"969","3738",Canalizacion tuberia en zona verde,1,ITAGUI,6.18534347,-75.60210116,0.15,0,0,0
"970","3739",Canalizacion tuberia en zona verde,1,ITAGUI,6.18694999,-75.60465292,0.15,0,0,0
"971","3740",Canalizacion tuberia en zona verde,1,ITAGUI,6.18694999,-75.60465292,0.15,0,0,0
"972","3742",Canalizacion tuberia en zona verde,1,MEDELLIN,6.19035075,-75.56076169,0.15,0,0,0
"973","3743",Canalizacion tuberia en zona verde,1,MEDELLIN,6.23557639,-75.58471355,0.15,0,0,0
"974","3744",Canalizacion tuberia en zona verde,1,MEDELLIN,6.24087406,-75.60573317,0.15,0,0,0
"975","3745",Canalizacion tuberia en zona verde,1,MEDELLIN,6.253021,-75.592755,0.15,0,0,0
"976","3746",Canalizacion tuberia en zona verde,1,MEDELLIN,6.261751,-75.58863,0.15,0,0,0
"977","3747",Canalizacion tuberia en zona verde,1,MEDELLIN,6.27050828,-75.60981017,0.15,0,0,0
"978","3752",Canalizacion tuberia en zona verde,1,ENVIGADO,6.15139433,-75.57750345,0.15,0,0,0
"979","3753",Canalizacion tuberia en zona verde,1,ENVIGADO,6.158655,-75.572554,0.15,0,0,0
"980","3754",Canalizacion tuberia en zona verde,1,ENVIGADO,6.16024022,-75.51618934,0.15,0,0,0
"981","3755",Canalizacion tuberia en zona verde,1,ENVIGADO,6.180898466434,-75.588774893241,0.15,0,0,0
"982","3756",Canalizacion tuberia en zona verde,1,ITAGUI,6.16907324,-75.61867525,0.15,0,0,0
"983","3757",Canalizacion tuberia en zona verde,1,MEDELLIN,6.20524,-75.582204,0.15,0,0,0
"984","3758",Canalizacion tuberia en zona verde,1,MEDELLIN,6.20959781,-75.55772194,0.15,0,0,0
"985","3759",Canalizacion tuberia en zona verde,1,MEDELLIN,6.21619384,-75.56774388,0.15,0,0,0
"986","3760",Canalizacion tuberia en zona verde,1,MEDELLIN,6.22929938,-75.60158381,0.15,0,0,0
"987","3761",Canalizacion tuberia en zona verde,1,MEDELLIN,6.23148307,-75.60829023,0.15,0,0,0
"988","3762",Canalizacion tuberia en zona verde,1,MEDELLIN,6.242757,-75.586028,0.15,0,0,0
"989","3763",Canalizacion tuberia en zona verde,1,MEDELLIN,6.25584221,-75.61761463,0.15,0,0,0
"990","3765",Canalizacion tuberia en zona verde,1,GUARNE,6.243718,-75.438645,0.15,0,0,0
"991","3766",Canalizacion tuberia en zona verde,1,EL RETIRO,6.07444833,-75.49200333,0.15,0,0,0
"992","3771",Canalizacion tuberia en zona verde,1,LA CEJA,5.99252484300007,-75.430869348,0.15,0,0,0
"993","3772",Canalizacion tuberia en zona verde,1,LA CEJA,5.99252484300007,-75.430869348,0.15,0,0,0
"994","3775",Canalizacion tuberia en zona verde,1,LA CEJA,6.17185,-75.551168,0.15,0,0,0
"995","3777",Canalizacion tuberia en zona verde,1,EL RETIRO,6.05344425400006,-75.515738045,0.15,0,0,0
"996","3778",Canalizacion tuberia en zona verde,1,EL RETIRO,6.06191299,-75.50232591,0.15,0,0,0
"997","3783",Canalizacion tuberia en zona verde,1,EL RETIRO,6.05344425400006,-75.515738045,0.15,0,0,0
"998","3785",Canalizacion tuberia en concreto,1,BELLO,6.3416308,-75.55128472,0.075,0.05,0.05,0
"999","3787",Canalizacion tuberia en concreto,1,COPACABANA,6.344596,-75.513757,0.075,0.05,0.05,0
"1000","3788",Canalizacion tuberia en concreto,1,ENVIGADO,6.1670111,-75.58872247,0.075,0.05,0.05,0
"1001","3789",Canalizacion tuberia en concreto,1,ENVIGADO,6.184138,-75.587705,0.075,0.05,0.05,0
"1002","3791",Canalizacion tuberia en concreto,1,ITAGUI,6.1681861,-75.61475738,0.075,0.05,0.05,0
"1003","3796",Canalizacion tuberia en concreto,1,MEDELLIN,6.22013865,-75.58000872,0.075,0.05,0.05,0
"1004","3797",Canalizacion tuberia en concreto,1,MEDELLIN,6.22086013,-75.56897253,0.075,0.05,0.05,0
"1005","3798",Canalizacion tuberia en concreto,1,MEDELLIN,6.22931378,-75.59693064,0.075,0.05,0.05,0
"1006","3799",Canalizacion tuberia en concreto,1,MEDELLIN,6.24826481,-75.5832376,0.075,0.05,0.05,0
"1007","3800",Canalizacion tuberia en concreto,1,MEDELLIN,6.25786565,-75.55297088,0.075,0.05,0.05,0
"1008","3801",Canalizacion tuberia en concreto,1,MEDELLIN,6.28514,-75.641275,0.075,0.05,0.05,0
"1009","3803",Canalizacion tuberia en concreto,1,ENVIGADO,6.158877,-75.583837,0.075,0.05,0.05,0
"1010","3804",Canalizacion tuberia en concreto,1,ITAGUI,6.17925816400003,-75.614242705,0.075,0.05,0.05,0
"1011","3806",Canalizacion tuberia en concreto,1,MEDELLIN,6.18258305,-75.57345015,0.075,0.05,0.05,0
"1012","3807",Canalizacion tuberia en concreto,1,MEDELLIN,6.183349,-75.55157,0.075,0.05,0.05,0
"1013","3808",Canalizacion tuberia en concreto,1,MEDELLIN,6.20688869,-75.56489486,0.075,0.05,0.05,0
"1014","3809",Canalizacion tuberia en concreto,1,MEDELLIN,6.2181895,-75.57422096,0.075,0.05,0.05,0
"1015","3810",Canalizacion tuberia en concreto,1,MEDELLIN,6.22006929,-75.57422613,0.075,0.05,0.05,0
"1016","3811",Canalizacion tuberia en concreto,1,MEDELLIN,6.238542,-75.602529,0.075,0.05,0.05,0
"1017","3813",Canalizacion tuberia en concreto,2,ITAGUI,6.16875513,-75.61842052,0.15,0.1,0.1,0
"1018","3814",Canalizacion tuberia en concreto,1,LA CEJA,6.03261578631563,-75.4369336781625,0.075,0.05,0.05,0
"1019","3828",Canalizacion tuberia en asfalto,1,BELLO,6.33919477,-75.56597843,0.075,0.075,0,0.025
"1020","3830",Canalizacion tuberia en asfalto,1,ENVIGADO,6.1569401,-75.59551897,0.075,0.075,0,0.025
"1021","3831",Canalizacion tuberia en asfalto,1,ENVIGADO,6.158877,-75.583837,0.075,0.075,0,0.025
"1022","3832",Canalizacion tuberia en asfalto,1,ENVIGADO,6.15915211,-75.49059427,0.075,0.075,0,0.025
"1023","3833",Canalizacion tuberia en asfalto,1,ENVIGADO,6.172978,-75.567443,0.075,0.075,0,0.025
"1024","3834",Canalizacion tuberia en asfalto,1,ENVIGADO,6.17622653,-75.58981106,0.075,0.075,0,0.025
"1025","3835",Canalizacion tuberia en asfalto,1,ENVIGADO,6.17897511,-75.58051346,0.075,0.075,0,0.025
"1026","3836",Canalizacion tuberia en asfalto,1,ENVIGADO,6.18025985,-75.57927116,0.075,0.075,0,0.025
"1027","3838",Canalizacion tuberia en asfalto,1,ITAGUI,6.16608304,-75.61515009,0.075,0.075,0,0.025
"1028","3840",Canalizacion tuberia en asfalto,1,ITAGUI,6.17022154,-75.61316499,0.075,0.075,0,0.025
"1029","3842",Canalizacion tuberia en asfalto,1,ITAGUI,6.17707417,-75.59830543,0.075,0.075,0,0.025
"1030","3843",Canalizacion tuberia en asfalto,1,ITAGUI,6.185636,-75.598278,0.075,0.075,0,0.025
"1031","3844",Canalizacion tuberia en asfalto,1,ITAGUI,6.189067,-75.59462098,0.075,0.075,0,0.025
"1032","3845",Canalizacion tuberia en asfalto,1,ITAGUI,6.19189285,-75.5935778,0.075,0.075,0,0.025
"1033","3846",Canalizacion tuberia en asfalto,1,ITAGUI,6.19604986,-75.59647598,0.075,0.075,0,0.025
"1034","3854",Canalizacion tuberia en asfalto,1,MEDELLIN,6.18422074,-75.5636384,0.075,0.075,0,0.025
"1035","3856",Canalizacion tuberia en asfalto,1,MEDELLIN,6.19156,-75.571159,0.075,0.075,0,0.025
"1036","3857",Canalizacion tuberia en asfalto,1,MEDELLIN,6.20810708,-75.56650836,0.075,0.075,0,0.025
"1037","3858",Canalizacion tuberia en asfalto,1,MEDELLIN,6.21060097,-75.58924505,0.075,0.075,0,0.025
"1038","3859",Canalizacion tuberia en asfalto,1,MEDELLIN,6.21060654,-75.57255655,0.075,0.075,0,0.025
"1039","3860",Canalizacion tuberia en asfalto,1,MEDELLIN,6.21557,-75.572405,0.075,0.075,0,0.025
"1040","3861",Canalizacion tuberia en asfalto,1,MEDELLIN,6.22571,-75.570204,0.075,0.075,0,0.025
"1041","3862",Canalizacion tuberia en asfalto,1,MEDELLIN,6.227317,-75.559161,0.075,0.075,0,0.025
"1042","3863",Canalizacion tuberia en asfalto,1,MEDELLIN,6.23466293,-75.59473735,0.075,0.075,0,0.025
"1043","3864",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24016635,-75.596713305,0.075,0.075,0,0.025
"1044","3865",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24023122,-75.59308886,0.075,0.075,0,0.025
"1045","3866",Canalizacion tuberia en asfalto,1,MEDELLIN,6.240262,-75.59821,0.075,0.075,0,0.025
"1046","3867",Canalizacion tuberia en asfalto,1,MEDELLIN,6.2403371,-75.593451,0.075,0.075,0,0.025
"1047","3868",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24148807,-75.60590153,0.075,0.075,0,0.025
"1048","3869",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24428186,-75.60367979,0.075,0.075,0,0.025
"1049","3870",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24460487,-75.58135897,0.075,0.075,0,0.025
"1050","3871",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24495,-75.596335,0.075,0.075,0,0.025
"1051","3872",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24741,-75.550137,0.075,0.075,0,0.025
"1052","3873",Canalizacion tuberia en asfalto,1,MEDELLIN,6.25296697,-75.59673004,0.075,0.075,0,0.025
"1053","3874",Canalizacion tuberia en asfalto,1,MEDELLIN,6.25444684,-75.61593792,0.075,0.075,0,0.025
"1054","3875",Canalizacion tuberia en asfalto,1,MEDELLIN,6.25522574,-75.60494718,0.075,0.075,0,0.025
"1055","3876",Canalizacion tuberia en asfalto,1,MEDELLIN,6.25631915,-75.55631461,0.075,0.075,0,0.025
"1056","3877",Canalizacion tuberia en asfalto,1,MEDELLIN,6.25823201,-75.55060373,0.075,0.075,0,0.025
"1057","3878",Canalizacion tuberia en asfalto,1,MEDELLIN,6.25914597,-75.55082772,0.075,0.075,0,0.025
"1058","3879",Canalizacion tuberia en asfalto,1,MEDELLIN,6.25988501,-75.55890098,0.075,0.075,0,0.025
"1059","3880",Canalizacion tuberia en asfalto,1,MEDELLIN,6.26445172,-75.56159127,0.075,0.075,0,0.025
"1060","3881",Canalizacion tuberia en asfalto,1,MEDELLIN,6.26649611,-75.55852754,0.075,0.075,0,0.025
"1061","3882",Canalizacion tuberia en asfalto,1,MEDELLIN,6.26722387,-75.55421083,0.075,0.075,0,0.025
"1062","3883",Canalizacion tuberia en asfalto,1,MEDELLIN,6.298614,-75.567334,0.075,0.075,0,0.025
"1063","3887",Canalizacion tuberia en asfalto,1,BELLO,6.314637,-75.561983,0.075,0.075,0,0.025
"1064","3888",Canalizacion tuberia en asfalto,1,ENVIGADO,6.158464,-75.59506421,0.075,0.075,0,0.025
"1065","3889",Canalizacion tuberia en asfalto,1,ENVIGADO,6.16430596,-75.57405709,0.075,0.075,0,0.025
"1066","3890",Canalizacion tuberia en asfalto,1,ITAGUI,6.16609,-75.6161001,0.075,0.075,0,0.025
"1067","3891",Canalizacion tuberia en asfalto,1,ITAGUI,6.16975,-75.61723167,0.075,0.075,0,0.025
"1068","3894",Canalizacion tuberia en asfalto,1,ITAGUI,6.17368671,-75.60555423,0.075,0.075,0,0.025
"1069","3895",Canalizacion tuberia en asfalto,1,ITAGUI,6.18909936,-75.58501161,0.075,0.075,0,0.025
"1070","3897",Canalizacion tuberia en asfalto,1,MEDELLIN,6.1864068,-75.57511729,0.075,0.075,0,0.025
"1071","3898",Canalizacion tuberia en asfalto,1,MEDELLIN,6.21160891,-75.56316012,0.075,0.075,0,0.025
"1072","3899",Canalizacion tuberia en asfalto,1,MEDELLIN,6.217281,-75.555895,0.075,0.075,0,0.025
"1073","3900",Canalizacion tuberia en asfalto,1,MEDELLIN,6.23479133,-75.59039848,0.075,0.075,0,0.025
"1074","3901",Canalizacion tuberia en asfalto,1,MEDELLIN,6.239517,-75.587289,0.075,0.075,0,0.025
"1075","3902",Canalizacion tuberia en asfalto,1,MEDELLIN,6.24158143,-75.60327869,0.075,0.075,0,0.025
"1076","3903",Canalizacion tuberia en asfalto,1,MEDELLIN,6.26439095,-75.60000934,0.075,0.075,0,0.025
"1077","3904",Canalizacion tuberia en asfalto,1,MEDELLIN,6.28555794,-75.55734227,0.075,0.075,0,0.025
"1078","3905",Canalizacion tuberia en asfalto,1,MEDELLIN,6.30754007,-75.57023527,0.075,0.075,0,0.025
"1079","3907",Canalizacion tuberia en asfalto,2,MEDELLIN,6.2345341,-75.59269644,0.15,0.15,0,0.05
"1080","3911",Canalizacion tuberia en asfalto,1,GUARNE,6.26448983,-75.43677333,0.075,0.075,0,0.025
"1081","3912",Canalizacion tuberia en asfalto,1,SAN PEDRO DE LOS MILAGROS,6.4620165,-75.55727609,0.075,0.075,0,0.025
"1082","3915",Canalizacion tuberia en asfalto,1,SAN PEDRO DE LOS MILAGROS,6.46071667,-75.55819833,0.075,0.075,0,0.025
"1083","3919",Canalizacion tuberia en cuneta,0.6,ITAGUI,6.17342357,-75.61009748,0.06,0.03,0.015,0
"1084","3920",Canalizacion tuberia en cuneta,1.6,ITAGUI,6.191072,-75.599199,0.16,0.08,0.04,0
"1085","3921",Canalizacion tuberia en cuneta,1.8,MEDELLIN,6.227655,-75.581684,0.18,0.09,0.045,0
"1086","3922",Canalizacion tuberia en cuneta,1.9,ITAGUI,6.166363,-75.61298,0.19,0.095,0.0475,0
"1087","3923",Canalizacion tuberia en cuneta,2,ENVIGADO,6.15876518,-75.58101344,0.2,0.1,0.05,0
"1088","3926",Canalizacion tuberia en cuneta,2,ITAGUI,6.1973332,-75.59420361,0.2,0.1,0.05,0
"1089","3930",Canalizacion tuberia en cuneta,3,ITAGUI,6.1932984,-75.58990716,0.3,0.15,0.075,0
"1090","3932",Canalizacion tuberia en cuneta,3,MEDELLIN,6.19345849,-75.59169185,0.3,0.15,0.075,0
"1091","3933",Canalizacion tuberia en cuneta,3,MEDELLIN,6.226128,-75.597185,0.3,0.15,0.075,0
"1092","3934",Canalizacion tuberia en cuneta,3.2,ITAGUI,6.1916518,-75.59496307,0.32,0.16,0.08,0
"1093","3935",Canalizacion tuberia en cuneta,3.4,MEDELLIN,6.22413633,-75.58522952,0.34,0.17,0.085,0
"1094","3936",Canalizacion tuberia en cuneta,3.6,ENVIGADO,6.15850398,-75.53175333,0.36,0.18,0.09,0
"1095","3939",Canalizacion tuberia en cuneta,4,MEDELLIN,6.232878,-75.612448,0.4,0.2,0.1,0
"1096","3940",Canalizacion tuberia en cuneta,4.1,MEDELLIN,6.242916,-75.585974,0.41,0.205,0.1025,0
"1097","3941",Canalizacion tuberia en cuneta,5,ITAGUI,6.18806779,-75.59282,0.5,0.25,0.125,0
"1098","3942",Canalizacion tuberia en cuneta,5.6,ITAGUI,6.18664693,-75.59608564,0.56,0.28,0.14,0
"1099","3943",Canalizacion tuberia en cuneta,6,MEDELLIN,6.20647283,-75.56475602,0.6,0.3,0.15,0
"1100","3944",Canalizacion tuberia en cuneta,6,MEDELLIN,6.21042759,-75.56694813,0.6,0.3,0.15,0
"1101","3945",Canalizacion tuberia en cuneta,6,MEDELLIN,6.24557465,-75.59917542,0.6,0.3,0.15,0
"1102","3946",Canalizacion tuberia en cuneta,6,MEDELLIN,6.25022983,-75.58707596,0.6,0.3,0.15,0
"1103","3947",Canalizacion tuberia en cuneta,6.5,ENVIGADO,6.17118833,-75.59306078,0.65,0.325,0.1625,0
"1104","3948",Canalizacion tuberia en cuneta,6.8,MEDELLIN,6.22836011,-75.57870272,0.68,0.34,0.17,0
"1105","3949",Canalizacion tuberia en cuneta,7.8,MEDELLIN,6.245986,-75.595541,0.78,0.39,0.195,0
"1106","3950",Canalizacion tuberia en cuneta,8,MEDELLIN,6.23941273,-75.59791062,0.8,0.4,0.2,0
"1107","3951",Canalizacion tuberia en cuneta,9.3,MEDELLIN,6.22502478,-75.58260887,0.93,0.465,0.2325,0
"1108","3952",Canalizacion tuberia en cuneta,10,ENVIGADO,6.15850398,-75.53175333,1,0.5,0.25,0
"1109","3953",Canalizacion tuberia en cuneta,10,MEDELLIN,6.229365,-75.552789,1,0.5,0.25,0
"1110","3954",Canalizacion tuberia en cuneta,20,ITAGUI,6.1825818,-75.59059775,2,1,0.5,0
"1111","3955",Canalizacion tuberia en cuneta,69.4,MEDELLIN,6.22880271,-75.60334146,6.94,3.47,1.735,0
"1112","3956",Canalizacion tuberia en cuneta,0.5,ITAGUI,6.16930962,-75.61771117,0.05,0.025,0.0125,0
"1113","3958",Canalizacion tuberia en cuneta,2,MEDELLIN,6.25050115,-75.6288038,0.2,0.1,0.05,0
"1114","3961",Canalizacion tuberia en cuneta,3.2,MEDELLIN,6.23651404,-75.56135308,0.32,0.16,0.08,0
"1115","3962",Canalizacion tuberia en cuneta,5,MEDELLIN,6.2320872,-75.59659242,0.5,0.25,0.125,0
"1116","3963",Canalizacion tuberia en cuneta,5.1,ITAGUI,6.18578444,-75.59533252,0.51,0.255,0.1275,0
"1117","3964",Canalizacion tuberia en cuneta,5.3,ITAGUI,6.16916124,-75.61783399,0.53,0.265,0.1325,0
"1118","3965",Canalizacion tuberia en cuneta,6,MEDELLIN,6.24021046,-75.58805187,0.6,0.3,0.15,0
"1119","3966",Canalizacion tuberia en cuneta,7,ENVIGADO,6.16045847,-75.50739563,0.7,0.35,0.175,0
"1120","3967",Canalizacion tuberia en cuneta,7,ITAGUI,6.18917621,-75.6029831,0.7,0.35,0.175,0
"1121","3968",Canalizacion tuberia en cuneta,8,ITAGUI,6.19031459,-75.58978233,0.8,0.4,0.2,0
"1122","3969",Canalizacion tuberia en cuneta,9.2,MEDELLIN,6.23550354,-75.59149055,0.92,0.46,0.23,0
"1123","3970",Canalizacion tuberia en cuneta,0.6,MEDELLIN,6.28841237,-75.5384179,0.06,0.03,0.015,0
"1124","3971",Canalizacion tuberia en cuneta,0.9,MEDELLIN,6.28192858,-75.56653045,0.09,0.045,0.0225,0
"1125","3972",Canalizacion tuberia en cuneta,0.9,MEDELLIN,6.28701697,-75.54028753,0.09,0.045,0.0225,0
"1126","3973",Canalizacion tuberia en cuneta,1,BELLO,6.308021,-75.553136,0.1,0.05,0.025,0
"1127","3974",Canalizacion tuberia en cuneta,1,BELLO,6.3235631,-75.5591573,0.1,0.05,0.025,0
"1128","3975",Canalizacion tuberia en cuneta,1,BELLO,6.325336,-75.546421,0.1,0.05,0.025,0
"1129","3976",Canalizacion tuberia en cuneta,1,MEDELLIN,6.251918,-75.577564,0.1,0.05,0.025,0
"1130","3977",Canalizacion tuberia en cuneta,1,MEDELLIN,6.26638127,-75.56314428,0.1,0.05,0.025,0
"1131","3978",Canalizacion tuberia en cuneta,1,MEDELLIN,6.27603773,-75.56809989,0.1,0.05,0.025,0
"1132","3979",Canalizacion tuberia en cuneta,1,MEDELLIN,6.29217069,-75.57105488,0.1,0.05,0.025,0
"1133","3980",Canalizacion tuberia en cuneta,1,MEDELLIN,6.30768079,-75.5822067,0.1,0.05,0.025,0
"1134","3981",Canalizacion tuberia en cuneta,1.05,MEDELLIN,6.27731811,-75.63567493,0.105,0.0525,0.02625,0
"1135","3982",Canalizacion tuberia en cuneta,1.1,BELLO,6.30826811,-75.55429168,0.11,0.055,0.0275,0
"1136","3983",Canalizacion tuberia en cuneta,1.1,COPACABANA,6.34653587,-75.50886827,0.11,0.055,0.0275,0
"1137","3984",Canalizacion tuberia en cuneta,1.2,BELLO,6.31413761,-75.58346822,0.12,0.06,0.03,0
